CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
movement_open_immigration;Campaign for Open Borders;;;;;;;;x;;;;;;;;;;;;;
movement_naturalization;Campaign for Immigration by Naturalisation;;;;;;;;x;;;;;;;;;;;;;
movement_promoted_immigration;Campaign for Greater Immigration;;;;;;;;x;;;;;;;;;;;;;
movement_lgbt_promoted;Movement for Unlimited Conscription;;;;;;;;x;;;;;;;;;;;;;
movement_lgbt_allowed;Campaign for 3 year Conscription;;;;;;;;x;;;;;;;;;;;;;
movement_lgbt_equal_rights;Campaign for 2 year Conscription;;;;;;;;x;;;;;;;;;;;;;
movement_gender_neutrallity;Campaign for 1 year Conscription;;;;;;;;x;;;;;;;;;;;;;
movement_lgbt_outlawed;Campaign to Abolish Conscription;;;;;;;;x;;;;;;;;;;;;;
movement_minorities_oppression;Movement against Minority Rights;;;;;;;;x;;;;;;;;;;;;;
movement_minorities_equal_rights;Movement for Equal Rights;;;;;;;;x;;;;;;;;;;;;;
movement_minorities_affirmative_action;Movement for Affirmative Action;;;;;;;;x;;;;;;;;;;;;;
movement_first_past_the_post;Movement for First Past the Post;;;;;;;;x;;;;;;;;;;;;;
movement_jefferson_method;Movement for the Jefferson Method;;;;;;;;x;;;;;;;;;;;;;
movement_proportional_representation;Movement for Proportional Representation;;;;;;;;x;;;;;;;;;;;;;
movement_unregulated_hours;Movement for Unregulated Work Hours;;;;;;;;x;;;;;;;;;;;;;
movement_eight_work_hours;Movement for Better Work Hours;;;;;;;;x;;;;;;;;;;;;;
movement_paid_vacation_hours;Movement for Better Work Hours;;;;;;;;x;;;;;;;;;;;;;
movement_paid_sick_leave_hours;Movement for Better Work Hours;;;;;;;;x;;;;;;;;;;;;;
movement_six_hours;Movement for Better Work Hours;;;;;;;;x;;;;;;;;;;;;;
movement_police;Movement Against Police Reform;;;;;;;;x;;;;;;;;;;;;;
movement_security_service;Movement for Police Reform;;;;;;;;x;;;;;;;;;;;;;
movement_security_data_cohesion;Movement for Police Reform;;;;;;;;x;;;;;;;;;;;;;
movement_security_clearance_for_gov_services;Movement for Police Reform;;;;;;;;x;;;;;;;;;;;;;
movement_preemptive_security_actions;Movement for Police Reform;;;;;;;;x;;;;;;;;;;;;;
movement_some_regulations;Movement Against Safety Regulations;;;;;;;;x;;;;;;;;;;;;;
movement_balanced_regulations;Movement for Better Safety Regulations;;;;;;;;x;;;;;;;;;;;;;
movement_restrictive_regulations;Movement for Better Safety Regulations;;;;;;;;x;;;;;;;;;;;;;
movement_strict_regulations;Movement for Better Safety Regulations;;;;;;;;x;;;;;;;;;;;;;
movement_rigid_regulations;Movement for Better Safety Regulations;;;;;;;;x;;;;;;;;;;;;;
movement_no_subsidies;Movement for No Unemployment Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_minimal_subsidies;Movement for Better Unemployment Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_ghent_system;Movement for Better Unemployment Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_generous_subsidies;Movement for Better Unemployment Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_citizen_salary;Movement for Universal Basic Income;;;;;;;;x;;;;;;;;;;;;;
movement_no_child_care;Movement for No Child Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_limited_child_care;Movement for Better Child Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_supported_child_care;Movement for Better Child Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_parental_leave_child_care;Movement for Better Child Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_state_provided_child_care;Movement for Better Child Benefits;;;;;;;;x;;;;;;;;;;;;;
movement_no_pensions;Movement for No Pensions;;;;;;;;x;;;;;;;;;;;;;
movement_trinket_pensions;Movement for Better Pensions;;;;;;;;x;;;;;;;;;;;;;
movement_low_pensions;Movement for Better Pensions;;;;;;;;x;;;;;;;;;;;;;
movement_acceptable_pensions;Movement for Better Pensions;;;;;;;;x;;;;;;;;;;;;;
movement_good_pensions;Movement for Better Pensions;;;;;;;;x;;;;;;;;;;;;;
movement_no_health_care;Movement for Health Care Cost Reductions;;;;;;;;x;;;;;;;;;;;;;
movement_trinket_health_care;Movement for Better Health Care;;;;;;;;x;;;;;;;;;;;;;
movement_low_health_care;Movement for Better Health Care;;;;;;;;x;;;;;;;;;;;;;
movement_acceptable_health_care;Movement for Better Health Care;;;;;;;;x;;;;;;;;;;;;;
movement_good_health_care;Movement for Better Health Care;;;;;;;;x;;;;;;;;;;;;;
movement_no_controls;Movement Against Pollution Standards;;;;;;;;x;;;;;;;;;;;;;
movement_trinket_envir;Campaign for Less Pollution;;;;;;;;x;;;;;;;;;;;;;
movement_low_envir;Campaign for Less Pollution;;;;;;;;x;;;;;;;;;;;;;
movement_acceptable_envir;Campaign for Less Pollution;;;;;;;;x;;;;;;;;;;;;;
movement_good_envir;Campaign for Less Pollution;;;;;;;;x;;;;;;;;;;;;;
movement_self_financed_education;Movement for Education Cost Reductions;;;;;;;;x;;;;;;;;;;;;;
movement_public_education;Campaign for Education Reform;;;;;;;;x;;;;;;;;;;;;;
movement_subsidised_higher_education;Campaign for Education Reform;;;;;;;;x;;;;;;;;;;;;;
movement_public_higher_education;Campaign for Education Reform;;;;;;;;x;;;;;;;;;;;;;
movement_unlimited_education;Campaign for Education Reform;;;;;;;;x;;;;;;;;;;;;;
movement_no_public_housing;Movement for Private Housing;;;;;;;;x;;;;;;;;;;;;;
movement_trinket_public_housing;Movement for Better Public Housing;;;;;;;;x;;;;;;;;;;;;;
movement_low_public_housing;Movement for Better Public Housing;;;;;;;;x;;;;;;;;;;;;;
movement_acceptable_public_housing;Movement for Better Public Housing;;;;;;;;x;;;;;;;;;;;;;
movement_good_public_housing;Movement for Better Public Housing;;;;;;;;x;;;;;;;;;;;;;
movement_capital_punishment;Movement for Penal Code Reform;;;;;;;;x;;;;;;;;;;;;;
movement_incarceration;Movement for Penal Code Reform;;;;;;;;x;;;;;;;;;;;;;
movement_rehabilitation;Movement for Penal Code Reform;;;;;;;;x;;;;;;;;;;;;;
