claim_greater_taiwan_desc;Article 4 of the Constitution of the Republic of China originally stated that "[t]he territory of the Republic of China within its existing national boundaries shall not be altered except by a resolution of the National Assembly". Throughout the 1950s and 1960s, the Government of the Republic of China on Taiwan maintained itself to be the legitimate ruler of Mainland China as well. As part of its current policy continuing of the 'status quo', the ROC has not renounced claims over the territories currently controlled by the People's Republic of China, Mongolia, Russia, Burma and some Central Asian states.;;;;;;;;;;;;x
claim_greater_comoros;Claim Greater Comoros;;;;;;;;;;;;x
claim_greater_comoros_title;Claim Greater Comoros;;;;;;;;;;;;x
claim_greater_comoros_desc;The Union of the Comoros is a republic, composed of the autonomous islands of Mohéli, Mayotte, Anjouan, and Grande Comore.;;;;;;;;;;;;x
claim_greater_india;Akhand Bharat;;;;;;;;;;;;x
claim_greater_india_title;Akhand Bharat;;;;;;;;;;;;x
claim_greater_india_desc;Akhand Bharat, literally Undivided India, is an irredentist call to reunite Pakistan and Bangladesh with India to form an Undivided India as it existed before partition in 1947 (and before that, during other periods of political unity in South Asia, such as during the Mauryan Empire, the Gupta Empire, the Mughal Empire or the Maratha Empire ). ;;;;;;;;;;;;x
claim_tamil_ceylon;Dravida Nadu;;;;;;;;;;;;x
claim_tamil_ceylon_title;Dravida Nadu;;;;;;;;;;;;x
claim_tamil_ceylon_desc;If we are to claim we are the state of the Dravidian peoples, we must recognize their claims to the Tamil-speaking region in Ceylon. In addition, we must save our fellow Hindus and allow them to practice their religion free in their own country - $COUNTRY$.;;;;;;;;;;;;x
abandon_claim_tamil_ceylon_title;Abandon Ceylonese Claims;;;;;;;;;;;;x
abandon_claim_tamil_ceylon_desc;The Sinhalese People have lived in Sri Lanka for thousands of years, and the whole of it belongs to them. We should be encouraging our Tamil brothers to move back to $COUNTRY$, not taking another nation's sovereign territory for an unwilling people.;;;;;;;;;;;;x
claim_greater_indonesia;Claim Greater Indonesia;;;;;;;;;;;;x
claim_greater_indonesia_title;Indonesia Raya;;;;;;;;;;;;x
claim_greater_indonesia_desc;Greater Indonesia, or in Indonesian and Malaysian, Indonesia Raya or Melayu Raya was a political concept that sought to bring the so-called Malay race together by uniting the British territories of Malaya and Borneo with the Dutch East Indies.;;;;;;;;;;;;x
claim_greater_israel;Revisionist Zionism;;;;;;;;;;;;x
claim_greater_israel_title;Revisionist Zionism;;;;;;;;;;;;x
claim_greater_israel_desc;Revisionism was distinguished primarily from other ideologies within Zionism by its territorial maximalism. While not the only group to do so, they insisted upon the Jewish right to sovereignty over the whole territory of Eretz Yisrael (originally encompassing all of Mandatory Palestine).;;;;;;;;;;;;x
claim_greater_israel_1;Land of Milk and Honey;;;;;;;;;;;;x
claim_greater_israel_1_title;Land of Milk and Honey;;;;;;;;;;;;x
claim_greater_israel_1_desc;The Promised Land was given by G-d to the descendands of Abraham - the Jewish people. We have earned most of the Land already, but around half is possessed by an inconvenient state to the north. We must take it: our irrefutable claim on the land is in their holy book, too, after all.;;;;;;;;;;;;x
claim_greater_korea;Greater Korea;;;;;;;;;;;;x
claim_greater_korea_title;Claim Greater Korea;;;;;;;;;;;;x
claim_greater_korea_desc;The term Greater Korea is a pan-nationalist and irredentist concept of lands that are considered to form the national homeland by most Koreans. Beside Korea, it includes Gando. Sometimes it includes Daemado an ethnically Japanese area, but geographically closer to Korea. The term is also used for referring economic ties between the relevant regions.;;;;;;;;;;;;x
claim_greater_albania;Claim Greater Albania;;;;;;;;;;;;x
claim_greater_albania_title;Claim Greater Albania;;;;;;;;;;;;x
claim_greater_albania_desc;Greater Albania is an irredentist concept of lands that are considered to form the national homeland by many Albanians,[2] based on claims on the present-day or historical presence of Albanian populations in those areas. In addition to the existing Republic of Albania, the term incorporates claims to regions in the neighbouring states, the areas include Kosovo and the Preševo Valley of Serbia, territories in southern Montenegro, northwestern Greece (the Greek regional units of Thesprotia and Preveza, referred by Albanians as Chameria, and other territories that were part of the Vilayet of Yanina during the Ottoman Empire), and a part of western Republic of Macedonia.;;;;;;;;;;;;x
claim_greater_france;Natural borders of France;;;;;;;;;;;;x
claim_greater_france_title;Natural borders of France;;;;;;;;;;;;x
claim_greater_france_desc;The natural borders of France (French: Frontières naturelles de la France) are a political and geographic theory developed in France, notably during the French Revolution. They correspond to the Rhine, the Atlantic Ocean and Mediterranean Sea, the Pyrenees and the Alps, according to the revolutionaries.;;;;;;;;;;;;x
claim_greater_serbia;Greater Serbia ;;;;;;;;;;;;x
claim_greater_serbia_title;Greater Serbia ;;;;;;;;;;;;x
claim_greater_serbia_desc;The term Greater Serbia or Great Serbia describes the Serbian nationalist and irredentist ideology of the creation of a Serb state which would incorporate all regions of traditional significance to Serbs, including regions outside Serbia that are populated by Serbs. This movement's main ideology is to unite all Serbs (or all territory historically ruled or populated by Serbs) into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
claim_greater_croatia;Greater Croatia;;;;;;;;;;;;x
claim_greater_croatia_title;Greater Croatia;;;;;;;;;;;;x
claim_greater_croatia_desc;The term Greater Croatia describes the Croatian nationalist and irredentist ideology of the creation of a Croat state which would incorporate all regions of traditional significance to Croats, including regions outside Croatia that are populated by Croats. This movement's main ideology is to unite all Croats (or all territory historically ruled or populated by Croats) into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
claim_greater_bosnia;Claim Sandžak;;;;;;;;;;;;x
claim_greater_bosnia_title;Claim Sandžak;;;;;;;;;;;;x
claim_greater_bosnia_desc;The term Greater Bosnia describes the Bosnian nationalist and irredentist ideology of the creation of a Bosnian state which would incorporate all regions of traditional significance to Bosniaks, including regions outside Croatia that are populated by Bosniaks. This movement's main ideology is to unite all Bosniaks into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
claim_greater_bulgaria;Greater Bulgaria;;;;;;;;;;;;x
claim_greater_bulgaria_title;Greater Bulgaria;;;;;;;;;;;;x
claim_greater_bulgaria_desc;Greater Bulgaria is a term to identify the territory associated with a historical national state and a modern Bulgarian irredentist nationalist movement which would include most of Macedonia, Thrace and Moesia, as outlined in the 1878 Treaty of San Stefano.;;;;;;;;;;;;x
claim_greater_denmark;Greater Denmark;;;;;;;;;;;;x
claim_greater_denmark_title;Greater Denmark;;;;;;;;;;;;x
claim_greater_denmark_desc;In order for $COUNTRY$ to achieve its greatest potential, particularly its naval potential, it is clear that we must expand. We have a historical claim to some of the surrounding coastal lands and islands that would help the cause.;;;;;;;;;;;;x
claim_greater_greece;Megali Idea;;;;;;;;;;;;x
claim_greater_greece_title;Megali Idea;;;;;;;;;;;;x
claim_greater_greece_desc;The Megali Idea ("Great Idea") was an irredentist concept of Greek nationalism that expressed the goal of establishing a Greek state that would encompass all ethnic Greek-inhabited areas, including the large Greek populations that, after the restoration of Greek independence in 1830 from the Ottoman Empire, still lived under Ottoman occupation.;;;;;;;;;;;;x
abandon_claim_northern_epirus_title;Northern Epirus is Albanian;;;;;;;;x;;;;;;;;;;;;;
abandon_claim_northern_epirus_desc;For too long, the Albanians have held control over Northern Epirus, lands traditionally inhabited by Greek people. We have to accept that they are part of Albania.;;;;;;;;x;;;;;;;;;;;;;
claim_northern_epirus;Greek Northern Epirus;;;;;;;;x;;;;;;;;;;;;;
claim_northern_epirus_title;Greek Northern Epirus;;;;;;;;x;;;;;;;;;;;;;
claim_northern_epirus_desc;For too long, the Albanians have held control over Northern Epirus, lands traditionally inhabited by Greek people. Now is the time for $COUNTRY$ to take back what is rightfully hers.;;;;;;;;x;;;;;;;;;;;;;
claim_greater_hungary;Hungarian irredentism;;;;;;;;;;;;x
claim_greater_hungary_title;Hungarian irredentism;;;;;;;;;;;;x
claim_greater_hungary_desc;Hungarian irredentism is a broad umbrella term consisting of irredentist and pan-nationalist political ideas. The idea is associated with Hungarian revisionism. Its main goal is to restore part of the pre-ww1 borders of the Kingdom of Hungary.;;;;;;;;;;;;x
claim_greater_ireland;United Ireland;;;;;;;;;;;;x
claim_greater_ireland_title;United Ireland;;;;;;;;;;;;x
claim_greater_ireland_desc;A United Ireland is a movement for a sovereign state covering all of the thirty-two traditional counties of Ireland.The island of Ireland includes the territory of two independent sovereign states: the Republic of Ireland, which covers 26 counties of the island, and the United Kingdom of Great Britain and Northern Ireland, which covers six counties.;;;;;;;;;;;;x
claim_greater_macedonia;United Macedonia;;;;;;;;;;;;x
claim_greater_macedonia_title;United Macedonia;;;;;;;;;;;;x
claim_greater_macedonia_desc;United Macedonia is an irredentist concept among ethnic Macedonian nationalists that aims to unify the transnational region of Macedonia in southeastern Europe (which they claim as their homeland and which they assert was wrongfully divided under the Treaty of Bucharest in 1913), into a single state. The proposed capital of such a United Macedonia is the city of Thessaloniki or Salonika (Solun in the Slavic languages) in Greek Macedonia, which Slavic Macedonians and the Yugoslav leader Tito had always dreamed of incorporating - along with the hinterland of Greek Macedonia which they came to call Aegean Macedonia - into their own states.;;;;;;;;;;;;x
claim_greater_romania;Unification of Romania and Moldova;;;;;;;;;;;;x
claim_greater_romania_title;Unification of Romania and Moldova;;;;;;;;;;;;x
claim_greater_romania_desc;The main goal is the re-creation of a nation-state which would incorporate all Romanian speakers. The phrase is strongly associated with the Kingdom of Romania between 1918 and 1940, often considered the realization of the pan-Romanian goal. In 1918, after the incorporation of Transylvania, Bukovina and Bessarabia, the Romanian state reached its largest peacetime geographical extent ever ;;;;;;;;;;;;x
claim_greater_russia;Greater Russia;;;;;;;;;;;;x
claim_greater_russia_title;Greater Russia;;;;;;;;;;;;x
claim_greater_russia_desc;Greater Russia is a political aspiration of Russian nationalists and irredentists to retake some or all of the territories of the other republics of the former Soviet Union and territory of the former Russian Empire and amalgamate them into a single Russian state.;;;;;;;;;;;;x
claim_greater_sgf;Greater SGF;;;;;;;;;;;;x
claim_greater_sgf_title;Claim Greater SGF;;;;;;;;;;;;x
claim_greater_sgf_desc;The conditions may be less than ideal, but in order to maintain national security and strive towards South German hegemony, we must approach our South German allies and create a confederation. Only with a united front, under a single flag, may we succeed!;;;;;;;;;;;;x
claim_greater_novorossiya;Greater Novorossiya;;;;;;;;;;;;x
claim_greater_novorossiya_title;Greater Novorossiya;;;;;;;;;;;;x
claim_greater_novorossiya_desc;Greater Novorossiya is a political aspiration of Russian nationalists and irredentists to retake some or all of the territories of the historic Russian Empire region New Russia north of the Black Sea and amalgamate them into a single Novorossiya state.;;;;;;;;;;;;x
claim_greater_armenia;United Armenia;;;;;;;;;;;;x
claim_greater_armenia_title;United Armenia;;;;;;;;;;;;x
claim_greater_armenia_desc;United Armenia, also known as Greater Armenia or Great Armenia, is an irredentist concept of the territory outside the Republic of Armenia which is considered by Armenians as part of their national homeland, based on the present-day and/or historical Armenian presence. ;;;;;;;;;;;;x
claim_greater_azerbaijan;Whole Azerbaijan;;;;;;;;;;;;x
claim_greater_azerbaijan_title;Whole Azerbaijan;;;;;;;;;;;;x
claim_greater_azerbaijan_desc;The borders of Azerbaijan should extend from Derbent to the Persian Gulf.Azerbaijanis, with historical presence in the territory has right to rule over it with a proposed system of governance called United Azerbaijani Lands ;;;;;;;;;;;;x
claim_greater_yemen;Greater Yemen;;;;;;;;;;;;x
claim_greater_yemen_title;Greater Yemen;;;;;;;;;;;;x
claim_greater_yemen_desc;Greater Yemen (Al-Yaman al-Kubra) is a geographic term denoting the present territory of the Republic of Yemen as well as the Saudi regions of 'Asir, Najran, Jizan, adjacent islands in the Red Sea, adjacent parts of Tihamah and the Omani governorate of Dhofar.;;;;;;;;;;;;x
claim_greater_somalia;Greater Somalia;;;;;;;;;;;;x
claim_greater_somalia_title;Greater Somalia;;;;;;;;;;;;x
claim_greater_somalia_desc;Greater Somalia refers to those regions in the Horn of Africa in which ethnic Somalis are and have historically represented the predominant population. Greater Somalia encompasses Somalia, Djibouti, the Ogaden of Ethiopia and the North Eastern Province of Kenya. Pan-Somalism refers to the vision of unifying these territories as a single Somali nation. ;;;;;;;;;;;;x
claim_greater_venezuela;Greater Venezuela;;;;;;;;;;;;x
claim_greater_venezuela_title;Guayana Esequiba;;;;;;;;;;;;x
claim_greater_venezuela_desc;Guayana Esequiba is a territory administered by Guyana but claimed by Venezuela. It was first included in the Viceroyalty of New Granada and the Captaincy General of Venezuela by Spain, but was later included in Essequibo by the Dutch and in British Guiana by the United Kingdom. In its note of recognition of the independence of Guyana, Venezuela stated: Venezuela recognises as territory of the new State the one which is located on the east of the right bank of the Essequibo River.;;;;;;;;;;;;x
abandon_claim_greater_venezuela_title;Accept Guayana Esequiba as Guayana Territory;;;;;;;;;;;;x
abandon_claim_greater_venezuela_desc;Guayana Esequiba is a territory administered by Guyana previously claimed by Venezuela. It was first included in the Viceroyalty of New Granada and the Captaincy General of Venezuela by Spain, but was later included in Essequibo by the Dutch and in British Guiana by the United Kingdom. In its note of recognition of the independence of Guyana, Venezuela stated: Venezuela recognises as territory of the new State the one which is located on the east of the right bank of the Essequibo River.;;;;;;;;;;;;x
claim_greater_guatemala;Greater Guatemala;;;;;;;;;;;;x
claim_greater_guatemala_title;BelizeanGuatemalan territorial dispute;;;;;;;;;;;;x
claim_greater_guatemala_desc;The BelizeanGuatemalan territorial dispute is an unresolved binational territorial dispute between the states of Belize and Guatemala, neighbours in Central America. The territory of Belize has been claimed in whole or in part by Guatemala since 1940.;;;;;;;;;;;;x
abandon_claim_greater_guatemala_title;Recognize Belize;;;;;;;;;;;;x
abandon_claim_greater_guatemala_desc;The BelizeanGuatemalan territorial dispute is an unresolved binational territorial dispute between the states of Belize and Guatemala, neighbours in Central America. The territory of Belize has been claimed in whole or in part by Guatemala since 1940. Abondon this claim.;;;;;;;;;;;;x
claim_greater_south;New Confederacy;;;;;;;;;;;;x
claim_greater_south_title;New Confederacy;;;;;;;;;;;;x
claim_greater_south_desc;The Confederate States of America was created by secessionists in Southern slave states who refused to remain in a country that was turning them into secondclass citizens. They judged the agent of change to be abolitionists and anti-slavery elements in the Republican Party, whom they believed used repeated insult and injury to subject them to intolerable "humiliation and degradation". The Old South shall be resurrected.;;;;;;;;;;;;x
claim_greater_texas;Original borders of Texas;;;;;;;;;;;;x
claim_greater_texas_desc;When the Republic of Texas won its independence against Mexico, it controlled only the land above the Nueces River, while the leadership claimed all land above the Rio Grande. Even after joining the Union and the Mexican-American war, not all land north of the Rio Grande was given to Texas. It is time to claim some of that land.;;;;;;;;;;;;x
claim_greater_mongolia;Pan-Mongolism;;;;;;;;;;;;x
claim_greater_mongolia_title;Pan-Mongolism;;;;;;;;;;;;x
claim_greater_mongolia_desc;Pan-Mongolism is an irredentist idea that advocates cultural and political solidarity of Mongols.The proposed territory, called "Greater Mongolia" usually includes the independent state of Mongolia,the Chinese regions of Inner Mongolia and Dzungaria, and the Russian subjects of Buryatia.;;;;;;;;;;;;x
claim_greater_bangladesh;Greater Bangladesh;;;;;;;;;;;;x
claim_greater_bangladesh_title;Greater Bangladesh;;;;;;;;;;;;x
claim_greater_bangladesh_desc;The ethno-linguistic region of Bengal encompasses the territory of Bangladesh and the Indian state of West Bengal, as well as parts of Assam and Tripura. During the rule of the Hindu Sena dynasty in Bengal the notion of a Greater Bangladesh first emerged with the idea of uniting Bengali-speaking people in the areas now known as Orissa, Bihar and Indian North East (Assam, Tripura, and Meghalaya) along with the Bengal.;;;;;;;;;;;;x
claim_greater_germany;German Reunification;OderNeisse line Rejected;;;;;;;;;;;x
claim_greater_germany_title;German Reunification;Reject the OderNeisse line;;;;;;;;;;;x
claim_greater_germany_desc;The  German definition of the "de jure" borders of Germany was based on the determinations of the Potsdam Agreement, which placed the German territories (as of 31 December 1937) east of the OderNeisse line "under the administration of the Polish State" while "the final delimitation of the western frontier of Poland should await the peace settlement". The recognition of the Oder-Neisse Line as permanent was thus only reserved to a final peace settlement with reunited Germany.;;;;;;;;;;;;x
abandon_claim_greater_afghanistan_title;Accept the Durand Line;;;;;;;;;;;;x
abandon_claim_greater_afghanistan_desc;The Durand Line is the border, between Afghanistan and Pakistan. It was established in 1893 by agreement between Sir Mortimer Durand. The Durand Line cuts through the Pashtun tribal areas and further south through the Balochistan region, politically dividing ethnic Pashtuns, as well as the Baloch and other ethnic groups.;;;;;;;;;;;;x
abandon_claim_greater_argentina_title;Accept loss of Islas Malvinas;;;;;;;;;;;;x
abandon_claim_greater_argentina_desc;Sovereignty over the Falkland Islands (Islas Malvinas in Spanish) is disputed between Argentina and the United Kingdom. The British claim to sovereignty dates from 1690, and the United Kingdom has exercised de facto sovereignty over the archipelago almost continuously since 1833. Argentina has long disputed this claim, having been in control of the islands for a period prior to 1833.;;;;;;;;;;;;x
abandon_claim_greater_bolivia_title;Accept the Peace of the War of the Pacific;;;;;;;;;;;;x
abandon_claim_greater_bolivia_desc;The constitution of Bolivia states that the country has an unrenounceable right over the territory that gives it access to the Pacific Ocean and its maritime space. This is understood as territory that Bolivia and Peru ceded to Chile after the War of the Pacific, which left Bolivia as a landlocked country.;;;;;;;;;;;;x
abandon_claim_greater_china_title;Modern China;;;;;;;;;;;;x
abandon_claim_greater_china_desc;Foster good relations with our neighbours. Greater China or the Greater China Region is a term used to refer to the People's Republic of China (Mainland China and its special administrative regions of Hong Kong and Macau) and the Republic of China (Taiwan) as a unity.;;;;;;;;;;;;x
abandon_claim_greater_taiwan_title;Modern China;;;;;;;;;;;;x
abandon_claim_greater_taiwan_desc;Remove Article 4 of the Constitution. Article 4 of the Constitution of the Republic of China originally stated that "the territory of the Republic of China within its existing national boundaries shall not be altered except by a resolution of the National Assembly". Throughout the 1950s and 1960s, the Government of the Republic of China on Taiwan maintained itself to be the legitimate ruler of Mainland China as well. As part of its current policy continuing of the 'status quo', the ROC has not renounced claims over the territories currently controlled by the People's Republic of China, Mongolia, Russia, Burma and some Central Asian states.;;;;;;;;;;;;x
abandon_claim_greater_comoros_title;Claim Greater Comoros;;;;;;;;;;;;x
abandon_claim_greater_comoros_desc;The Union of the Comoros is a republic, composed of the autonomous islands of Mohéli, Mayotte, Anjouan, and Grande Comore.;;;;;;;;;;;;x
abandon_claim_greater_india_title;Modern India;;;;;;;;;;;;x
abandon_claim_greater_india_desc;Accept a divided India. Akhand Bharat, literally Undivided India, is an irredentist call to reunite Pakistan and Bangladesh with India to form an Undivided India as it existed before partition in 1947 (and before that, during other periods of political unity in South Asia, such as during the Mauryan Empire, the Gupta Empire, the Mughal Empire or the Maratha Empire ). ;;;;;;;;;;;;x
abandon_claim_greater_indonesia_title;Modern Indonesia;;;;;;;;;;;;x
abandon_claim_greater_indonesia_desc;Reject Greater Indonesia. Greater Indonesia, or in Indonesian and Malaysian, Indonesia Raya or Melayu Raya was a political concept that sought to bring the so-called Malay race together by uniting the British territories of Malaya and Borneo with the Dutch East Indies.;;;;;;;;;;;;x
abandon_claim_greater_israel_title;Land for Peace;;;;;;;;;;;;x
abandon_claim_greater_israel_desc;Reject revisionism. Revisionism was distinguished primarily from other ideologies within Zionism by its territorial maximalism. While not the only group to do so, they insisted upon the Jewish right to sovereignty over the whole territory of Eretz Yisrael (originally encompassing all of Mandatory Palestine).;;;;;;;;;;;;x
abandon_claim_greater_korea_title;Accept Korean Historic borders;;;;;;;;;;;;x
abandon_claim_greater_korea_desc;The term Greater Korea is a pan-nationalist and irredentist concept of lands that are considered to form the national homeland by most Koreans. Beside Korea, it includes Gando. Sometimes it includes Daemado an ethnically Japanese area, but geographically closer to Korea. The term is also used for referring economic ties between the relevant regions.;;;;;;;;;;;;x
abandon_claim_greater_albania_title;Modern Albania;;;;;;;;;;;;x
abandon_claim_greater_albania_desc;Reject irredentism. Greater Albania is an irredentist concept of lands that are considered to form the national homeland by many Albanians,[2] based on claims on the present-day or historical presence of Albanian populations in those areas. In addition to the existing Republic of Albania, the term incorporates claims to regions in the neighbouring states, the areas include Kosovo and the Preševo Valley of Serbia, territories in southern Montenegro, northwestern Greece (the Greek regional units of Thesprotia and Preveza, referred by Albanians as Chameria, and other territories that were part of the Vilayet of Yanina during the Ottoman Empire), and a part of western Republic of Macedonia.;;;;;;;;;;;;x
abandon_claim_greater_france_title;Modern France;;;;;;;;;;;;x
abandon_claim_greater_france_desc;Conflict with Germany is decremental to France. Reject the natural borders of France. The natural borders of France (French: Frontières naturelles de la France) are a political and geographic theory developed in France, notably during the French Revolution. They correspond to the Rhine, the Atlantic Ocean and Mediterranean Sea, the Pyrenees and the Alps, according to the revolutionaries.;;;;;;;;;;;;x
abandon_claim_greater_serbia_title;Modern Serbia ;;;;;;;;;;;;x
abandon_claim_greater_serbia_desc;Reject Greater Serbia. The term Greater Serbia or Great Serbia describes the Serbian nationalist and irredentist ideology of the creation of a Serb state which would incorporate all regions of traditional significance to Serbs, including regions outside Serbia that are populated by Serbs. This movement's main ideology is to unite all Serbs (or all territory historically ruled or populated by Serbs) into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
abandon_claim_greater_croatia_title;Modern Croatia;;;;;;;;;;;;x
abandon_claim_greater_croatia_desc;Reject Greater Croatia. The term Greater Croatia describes the Croatian nationalist and irredentist ideology of the creation of a Croat state which would incorporate all regions of traditional significance to Croats, including regions outside Croatia that are populated by Croats. This movement's main ideology is to unite all Croats (or all territory historically ruled or populated by Croats) into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
abandon_claim_greater_bosnia_title;Accept loss of Sandžak;;;;;;;;;;;;x
abandon_claim_greater_bosnia_desc;Reject Greater Bosnia idea. The term Greater Bosnia describes the Bosnian nationalist and irredentist ideology of the creation of a Bosnian state which would incorporate all regions of traditional significance to Bosniaks, including regions outside Croatia that are populated by Bosniaks. This movement's main ideology is to unite all Bosniaks into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
abandon_claim_greater_bulgaria_title;Modern Bulgaria;;;;;;;;;;;;x
abandon_claim_greater_bulgaria_desc;Abandon the concept of a Greater Bulgaria. Greater Bulgaria is a term to identify the territory associated with a historical national state and a modern Bulgarian irredentist nationalist movement which would include most of Macedonia, Thrace and Moesia, as outlined in the 1878 Treaty of San Stefano.;;;;;;;;;;;;x
abandon_claim_greater_denmark_title;Modern Denmark;;;;;;;;;;;;x
abandon_claim_greater_denmark_desc;Although we have once been in possession of all the land we have claimed, this was hundreds of years ago. The reality is that there are almost no Danes left in those lands, and sometimes there were never very many. The idea that we could possess them once more was foolish.;;;;;;;;;;;;x
abandon_claim_greater_greece_title;A Small Idea;;;;;;;;;;;;x
abandon_claim_greater_greece_desc;Abandon the Great Idea. The Megali Idea ("Great Idea") was an irredentist concept of Greek nationalism that expressed the goal of establishing a Greek state that would encompass all ethnic Greek-inhabited areas, including the large Greek populations that, after the restoration of Greek independence in 1830 from the Ottoman Empire, still lived under Ottoman occupation.;;;;;;;;;;;;x
abandon_claim_greater_hungary_title;Modern Hungarian;;;;;;;;;;;;x
abandon_claim_greater_hungary_desc;Reject irredentism. Hungarian irredentism is a broad umbrella term consisting of irredentist and pan-nationalist political ideas. The idea is associated with Hungarian revisionism. Its main goal is to restore part of the pre-ww1 borders of the Kingdom of Hungary.;;;;;;;;;;;;x
abandon_claim_greater_ireland_title;Modern Ireland;;;;;;;;;;;;x
abandon_claim_greater_ireland_desc;Accept a divided Ireland. Northern Ireland must determine it's own future;;;;;;;;;;;;x
abandon_claim_greater_macedonia_title;Modern Macedonia;;;;;;;;;;;;x
abandon_claim_greater_macedonia_desc;Modern Macedonia only composes of core territories. Abandon the irredentist concept among ethnic Macedonian nationalists that aims to unify the transnational region of Macedonia in southeastern Europe (which they claim as their homeland and which they assert was wrongfully divided under the Treaty of Bucharest in 1913), into a single state. The proposed capital of such a United Macedonia is the city of Thessaloniki or Salonika (Solun in the Slavic languages) in Greek Macedonia, which Slavic Macedonians and the Yugoslav leader Tito had always dreamed of incorporating - along with the hinterland of Greek Macedonia which they came to call Aegean Macedonia - into their own states.;;;;;;;;;;;;x
abandon_claim_greater_romania_title;Modern Romania;;;;;;;;;;;;x
