CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVTDESC8023804;Zhang Zhizhong has served as governor for little under a year now, rising to power mainly off of the failures of the previous regime – failures many feel he has done little to remedy. The province remains stricken by a failing economy and social unrest, and the controversial concessions to the Uyghur rebels as well as the perceived leftist alignment have instead placed the hopeful governor at odds with not only his more conservative rivals but the central government as well. Already he has been asked to step down, with the KMT presenting two possible replacements as they make their case to lead Xinjiang. \n\n Masud Sabri is currently the most favored of the two. Despite his controversial views regarding pan-Turkic nationalism and his background as an ethnic Uyghur, he is seen as a figure that can keep Soviet influence at bay, sway the Turkic population, and steer the province towards a more friendly KMT alignment. However, more radical right elements of the provincial KMT have instead advocated Bai Chongxi lead – hoping to secure their own influence over the province and strengthen their grip within the party.;;x;;;;;;;;;;;;;;;;
EVTDESC8023805;With Zhizhong out of the picture, the time has come to address his legacy in the province. Despite only being in power for under a year, he had made substantial efforts to open up its politics and empower its Uyghur population – two things that have combined to weaken the government’s position and undermine its authority. The KMT as a whole is almost unanimously united in opposing them and working to undo enough to secure its power – though even still a few voices have presented the idea of keeping the reforms, if only temporarily to help build faith and trust with a weary population.;;x;;;;;;;;;;;;;;;;
EVTDESC8023806;While the Second East Turkestan Republic might be gone, its legacy is far from forgotten. The Uyghur continue to suffer under Xinjiang’s rule, and the ineffective, unstable, and increasingly hostile government has made no significant progress in addressing their concerns. With minimal effort it may be possible to rekindle the flames of revolution among the people, though such a move would likely come with some controversy within China and the West – being seen as an act of aggression against an already struggling China.;;x;;;;;;;;;;;;;;;;
EVTDESC8023807;Across the northeastern parts of the nation efforts are underway by the Soviets and Mongols to spread dissent among the Uyghur population. Calls to arm, socialist propaganda, and newsletters slandering the government have found their way among the population centers – fueling unrest and anger towards the government and further frustrating an already tense situation. Police and military forces, spread thin as they are, have already been dispatched to deal with a bulk of the unrest – with some in the government now demanding we make a move to try to assert ourselves against our increasingly belligerent neighbors.;;x;;;;;;;;;;;;;;;;
EVTDESC8023808;A wave of violence has swept across the northern and eastern parts of the province in recent days, with mobs of Uyghurs assaulting non-Muslims and their fellow believers alike in a display of hatred towards the Chinese administration. Local forces have thus far managed to keep some semblance of order, however as the flames continue to grow and reports of deaths and armed attacks mount it is becoming increasingly clear that reinforcement of these long rebellious regions will once more be needed. ;;x;;;;;;;;;;;;;;;;
EVTDESC8023809;With unrest still sweeping the country it was only a matter of time before things spiraled even further out of control. During one of the more violent uprisings in Turfan, Ma general Chengxiang has reportedly been at the helm of what the locals are calling a massacre. While numbers and exact details are scarce, it would seem that even with reinforcements from the neighboring province of Qinghai we will find little respite as an even deeper wedge is driven between the local government and its people.;;x;;;;;;;;;;;;;;;;
EVTDESC8023810;Since mid 1947, and even before, skirmishes and small scale fighting has taken place along the border with the Mongolian People’s Republic – with small changes having constantly taken place over the years. Such fighting mainly comes down to the continued communist support for Uyghur rebels, and has only worsened in severity as efforts continued to stop collaboration with rebel and attempted invasions of the province. Currently our forces are poised for yet another escalation, with the aim being to send a message to the Mongols and Soviets that Xinjiang is still capable of defending itself and continued interference in our affairs and people will not be tolerated. \n\n However, not all in the government are as keen on this plan. In particular more left-leaning elements believe any such escalation will be sufficient provocation to see yet another Soviet invasion – instead arguing that we continue efforts to win over the Uyghur people through peaceful concession while simply ignoring the efforts to undermine our government.;;x;;;;;;;;;;;;;;;;
EVTDESC8023811;Long having raided our borders and harassed soldiers and civilians alike, the bandit warlords and petty cliques have again tried to provoke a response by escalating their attacks in recent days. Our forces have already repelled a bulk of the attacks, with Soviet and Mongolian air raids helping to further deter this recent spat of violence – stabilizing the borders and reversing the minimal changes that had taken place. However, some are not satisfied in merely pushing back the Chinese this time. Once before already Mongolia has had to temper its efforts in China, and more nationalist leaning members of the MPRP see this as the best opportunity to push for what we have desired so long – as well as to provide support for those sympathetic to us among the Uyghur population and the Xinjiang government such as the pro-Soviet Li Rihan. While its sure to draw criticism from both Moscow and China alike, it is likely this will be one of the few chances to secure our interests in China.;;x;;;;;;;;;;;;;;;;
EVTDESC8023812;Continued troubles have prompted yet another change to the leadership of Xinjiang by the central government. Once more the more conservative factions of the Xinjiang clique have put forward a candidate in opposition to the favored by the KMT’s leadership. Currently Burhan Shahidi, a more moderate figuring promising to bring economic prosperity back to the province and a former member of the now deposed Shicai’s government, is the favored to be appointed to the position of governor. He is opposed by the traditionalist and hardline nationalist Yulbars Khan, who has vowed a ruthless and merciless crackdown on dissent, as well as a vocal and zealous opposition to the communist forces threatening the province.;;x;;;;;;;;;;;;;;;;
EVTDESC8023813;A proposed plan to help stabilize the ruinous economy of Xinjiang has been put forward by more moderate elements of the Xinjiang government as they scramble to salvage the situation. The move, aiming to restore local currency and combat inflation, has been met with opposition from more hardline elements that see it as a betrayal of the Republic of China – though their voices have thus far on mostly deaf ears as rising costs and dwindling coffers threaten to further deepen the provinces woes.;;x;;;;;;;;;;;;;;;;
EVTDESC8023814;With our victory in the mainland, we now set our sights on the wayward province of Xinjiang. While it has mostly escaped the fighting that raged during the civil war, it still remains nominally and legally a part of the now defeated Republic of China. To fully secure our victory over the rightist factions of the KMT we should send an ultimatum to the leadership of this effectively autonomous province demanding they surrender to the legitimate and rightful government of China.;;x;;;;;;;;;;;;;;;;
EVTDESC8023815;A delegation from the communist government, who now stands triumphant in China, headed by Deng Liqun has arrived to offer to negotiation the terms of our surrender to the new government in China. Many within the government have already signaled their willingness to defect, with former governor Zhizhong cooperating with the new communist government and calling for a full concession to their demands.;;x;;;;;;;;;;;;;;;;
EVTDESC8023816;Decades of instability, warlordism, corruption war, social strife, and political infighting have seen China torn asunder. Nowhere is this current more evident than in Xinjiang, China’s frontier province that has long enjoyed a light touch from a central government too plagued by its own troubles to exert more than a passing amount of influence. That all changes now, however. With the civil war at an end, the communists defeated, the time has come to call on the KMT within the province to fall in line with the rest of China. While we are confident that the weakened clique in charge will not put up much of a fight, our weary forces are prepared to take up arms once more to ensure lasting peace. ;;x;;;;;;;;;;;;;;;;
EVTDESC8023817;With the Nationalist Government triumphant the Generalissimo himself, Chiang Kai-shek, has personally seen to it that Xinjiang be brought back in line with the rest of the mainland. While we have enjoyed autonomy thus far, it has come at a price – and many within the Xinjiang branch of the KMT have expressed little dissent at the prospect of coming under more direct rule once more, with only more left-leaning elements and the Uyghur rebels hoping for a continued independence in the region.;;x;;;;;;;;;;;;;;;;
