party_communist_0_ALB;Party of Labour Titoist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALB;Republican Party of Albania;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALB;Socialist Party of Albania;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALB;Unity for Human Rights Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALG;FNL Ben Bella Fraction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALG;Islamic Salvation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALG;Movement for Democracy in Algeria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALG;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALG;Party of Algerian Renewal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALG;Workers' Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALT;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALT;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALT;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ALT;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALT;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALT;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALT;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ANG;Angolan Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ANG;Democratic Renewal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ANG;MPLA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ANG;MPLA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ANG;Muslim Brotherhood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ANG;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ANG;UNITA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ANG;UNITA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AOS;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AOS;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AOS;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AOS;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AOS;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AOS;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AOS;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARG;Alianza;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARG;Civic Coalition;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARG;Muslim Brotherhood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARG;Nationalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARG;Partido Justicialista;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARG;Peronists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARG;Radical Civic Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARG;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARM;Ahmed Y;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARM;Armenian Revolutionary Federation;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARM;Heritage;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARM;National Unity;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARM;People's Party of Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARM;Prosperous Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARM;Republican Party of Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARM;Rule of Law;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARU;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARU;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARU;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARU;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARU;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARU;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARU;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AST;Australian Democrats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AST;Australian Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AST;Australian Labor Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AST;Australians Against Further Immigration;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AST;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AST;Liberal Party of Australia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AST;National Party of Australia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AST;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATJ;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATJ;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATJ;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATJ;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATJ;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATJ;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATJ;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATL;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATL;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATL;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATL;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATL;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATL;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATL;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AUS;Christian Social Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AUS;Austrian People's Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AUS;Communist Party of Austria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AUS;European Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AUS;Federation of Independents;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AUS;Green Alternative;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AUS;Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AUS;Freedom Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZA;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZA;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZA;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZA;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZA;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZA;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZA;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_AZB;New Azerbaijan Party - Socialist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZB;Alliance Party for the Sake of Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZB;Azerbaijan Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZB;Azerbaijani Popular Front Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZB;Islamic Party of Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZB;Musavat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZB;New Azerbaijan Party - Socialist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZB;New Azerbaijan Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZK;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZK;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZK;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZK;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZK;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZK;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZK;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZO;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZO;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZO;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZO;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZO;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZO;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZO;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAH;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAH;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAH;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAH;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAH;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAH;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAH;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAK;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAK;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAK;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAK;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAK;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAK;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAK;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAR;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAR;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAR;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAR;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAR;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAR;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAR;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEL;Christian Social Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEL;Liberal-Socialist Kartels;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEL;National Belgian Rally;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEL;Belgian Socialist party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEL;Communist Party of Belgium;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEL;Traditionalists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEL;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_big_tent_0_BEL;Christian Social Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_BEL;Belgian Patriotic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_social_0_BEL;Communist Party of Belgium;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_BEL;New Flemish Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BEL;Ecolo;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BEL;Democratic Federalist Independent;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BEL;Belgian Socialist party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BEL;Communist Party of Belgium;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BEL;Humanist Democratic Centre;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BEL;Open VLD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_big_tent_1_BEL;CD&V;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_1_BEL;People's Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_social_1_BEL;Communist Party of Belgium;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEN;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEN;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEN;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEN;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEN;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEN;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEN;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEU;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEU;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEU;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEU;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEU;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEU;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEU;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BHR;Al-Khalifa Radical;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BHR;Islamic Front for the Liberation of Bahrain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BHR;Islamic Action Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_BHR;Al Wefaq;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_3_BHR;Al Asalah;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_4_BHR;Al Menbar Islamic Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHR;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BHR;Progressive Democratic Tribune;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BHR;Al-Khalifa;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BHR;National Union Committee;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BHR;Economists Bloc;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_BHR;Al-Meethaq;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BHR;Haq Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BHR;Bahrain Freedom Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_2_BHR;Alliance for the Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BHR;PFLOAG;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BHR;PFL Bahrain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BHR;National Democratic Action Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_3_BHR;National Justice Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_4_BHR;Nationalist Democratic Assembly;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_BHR;PFLOAG;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHU;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BHU;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BHU;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BHU;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BHU;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BHU;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BHU;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BIF;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BIF;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BIF;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BIF;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BIF;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BIF;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BIF;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BLO;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BLO;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BLO;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BLO;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BLO;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BLO;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BLO;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BLZ;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BLZ;People's United Party progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BLZ;People's United Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BLZ;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BLZ;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BLZ;United Democratic Party liberal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BLZ;United Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BNG;Awami League;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BNG;Banga Sena;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BNG;Bangladesh Nationalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BNG;Jamaat-e-Islami;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BNG;Jatiya Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
