CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
Guevera would find common ideological ground amongst Peruvians inspired by the success of the Cuban Revolution, such as radical elements within the APRA and Communist Parties, dissatisfied Quechua and Aimara peasantry still under conditions of serfdom as was the rule in Peru before the Reforma Agraria, as well as already existing Marxist-inspired guerilla movements like the Movimiento de Izquierda Revolucionaria (MIR) and the Ejercito de Liberación Nacional (ELN). It remains to be seen if he would indeed connect at a personal level with the populace and be an effective operation leader, or if he would fail to so do as it happened during his foray at the Congo.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012027;With Fujimori's reign now at an end, Peru is once again able to choose its own leaders. In the immediate aftermath of the end of the dictatorship elections have been called and already two parties have emerged to the forefront. The first one is the Progressive party 'Possible Peru' led by Alejandro Toledo, an economist born in an impoverished Quechua family. Adopted by Americans when he was an infant, he got to earn his undergraduate and postgraduate in the US, and promises to undo centuries of neglect to the poorest strata of Peru, having been poor himself. The second option is the traditional left-wing party in the nation, APRA, led by former president Alan Garcia, who returned from his self imposed exile in Paris, vowing to have learned from his previous failures during this rule. He seeks to reinstate APRA in government once again, and prove to Peru that he is worthy of being a stateman.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012028;2006 marked the first serious attempt at the Ethnocacerists to achieve power through democratic means. Having joined the UPP earlier explicitly to run in the elections Ollanta faces stern opposition from the now much more reestablished traditional party on the left - the APRA. 
Constant associations with his brother Antauro, who had led an attempted uprising just a year before, overt diplomatic and financial backing from Venezuelan president Hugo Chavez, and accusations of authoritarian rhetoric plagued Ollanta's campaign - almost assuring a loss in the run-offs. Meanwhile, Alan Garcia, having presented himself as a more mature politician, yet still attuned to the less fortunate classes of Peruvian society that form the backbone of the APRA militancy, leads the polls, assuring that during his rule, Peru would not only develop its economy and standard of living, but also stay away from Chavist influence.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012029;Peruvians return to the polls once again, this time with more contention on the ballot than ever before since the end of the dictatorship. Currently there are two candidates leading the polls. The first one is the 'Peruvian Nationalist Party' candidate Ollanta Humala, having reinvented himself into a more moderate position, far from Ethnocaceristic or Marxist ideals, yet still defending a leftist platform. The second alternative is Keiko Fujimori, the daughter of the former dictator Alberto Fujimori, running for the first time for president having served a term as congresswoman, representing a new iteration of the party built by her father during the 90s. This election pits two fears against one another, the fear of a return to the Fujimorism of the 90s, or an uncertain future with an apparently reinvented Ollanta who has previously expressed adherence to the radical 'Ethnocacerist' ideology.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012030;In 2009 a decision by the government to allow oil companies to exploit resources in the Amazon sparked a campaign of civil disobedience and advocacy amongst the local Indigenous people that would last for more than a year.  It resulted in the government declaring martial law in the region, as well as curtailing civil liberties to attempt to quell unrest - part of a larger political crisis in Peru spurred on by a free trade agreement with the US. As the situation worsened, the military was eventually called into the Bagua province where a main bulk of the protests were occurring in what became known as the 'Baguazo'. What would follow were two days of violence between government forces and the protesters, resulting in dozens of lives lost and many more wounded. The incident would go on to destabilize the already shaky government further - leading to resignations and a repeal of the laws that led to the protests.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012031;The ICC has finally released its judgement on the long-standing dispute over the maritime borders of Peru and Chile. What has been a point of contention between the two countries since after their independence was deferred to the international community for an official solution back in 2008 in - Peru's hope - securing the nation a win against its long-time rival. The decision, however, has dashed said hopes as a solution neither country had argued in favor of was brought to the table. Rather than recognizing the boundaries set by Chile or forcing a secession of the areas claimed by Peru a new boundary has been set attempting to accommodate both claims by drawing the new boundaries between them.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012033;Desiring a stronger and more united Peru, the ability to stand up more firmly to American imperialism, and wishing to keep to some principles of his self-ascribed ethnocacerist ideology - Humala has today announced the start of talks with Bolivia in hopes of deepening cooperation between the two nations. Mainly focusing on resistance to neo-colonialism and imperialism, the talks also touch on the possibility of reviving a confederation between the two nations. While Morales and Humala share a fairly good relationship, it is highly unlikely that such a massive shift in South America will come from these talks.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012034;Peru's new president has come to us today in attempts to start talks on the revival of a union between our two states. Humala, who styles his ideology similar to that of MAS, claims that united our two nations can better protect their people from foreign imperialism and make a stronger impact on the region. How shall we respond?;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012035;Bolivia today has made history by accepting the proposal for our two states to become one once again! A long road lies ahead, but our two peoples shall walk it united!;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012100;In the midst of Peru's 'Internal Wars' a strange new line of thought seems to be emerging among both soldiers and civilians alike. While in its infancy, these ideals seem to put themselves in opposition to the line and doctrine that the government has taken towards the Indigenous and disputed lands - blending Indigenous thought together with left-wing economics and right-wing nationalism. While the founders of this new line of thought are not outwardly visible, yet, the enlisted men are already thinking outside the box, and gathering alongside their fellow troops after being discharged from active duty, in groupings of "reservistas" (men in Peruvian Armed Forces Reserve). It remains to be seen whether this new ideology is a threat - however it seems a new front to the war with the Shining Path could soon emerge.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012101;Ethnocacerism, otherwise known as the 'Peruvian Nationalist Movement' is an ideology that coalesced out of and in response to the 'Internal Wars' in Peru. In particular as a reaction to the military doctrine that treated many Indigenous communities as foreign territories. It is the brainchild of Isaac Humala, a Quechua-speaking lawyer and former Marxist that was in his youth a Revolutionary Left Movement (MIR) and Peruvian Communist Party militant. Claiming to be neither on the right or left, the movement embraces a third positionist stance that heavily ties itself to nationalism and a unique form of 'Indigenismo'. While the exact aims, policies, and positions of the group differ wildly, the common theme is the supremacy of the Indigenous groups in the country, as 'Heirs of the Inca', which includes a component of racial supremacy of the "raza cobriza" (the copper-coloured race, signifying the Peruvians of Amerindian descent) over other races, and the need to establish a regime that is led by and represents the interests of this community while resisting foreign influence.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012102;The 'Levantamiento de Locumba' was an attempt by the brothers Ollanta and Antauro Humala to force the resignation of the Fujimori regime in the dying day's of the dictator's regime. The brothers and their "reservista" followers, donning weapons and uniforms, would go across Peru denouncing the government and spreading their message until their eventual arrest. While the uprising would be unsuccessful as such, as it was disolved without any shots fired, and it failed to gain widespread support throughout the country, those arrested would eventually be freed and Fujimori himself would resign only a mere three weeks later. This event also brought the Humala family more into the light of Peruvian society, and the 'Ethnocacerist Movement' they espoused. The word "Reservista" from this point on would become heavily linked to Ethnocacerism, to the point that the official parlance of the Armed Forces for refering to the personnel in reserve would change from "reservista" to "licenciado".;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012103;In January of 2005, hoping to take advantage of the low approval of President Alejandro Toledo, stricken by several scandals that went from corruption accusations to failing to recognize his illegitimate daughter, and in protest to his perceived 'selling out' of the nation to nations like the US and Chile, Antauro Humala and several of his followers occupied a police station in Andahuaylas and began a small-scale uprising against the government.  Previously part of the 'Locumbazo Uprising', the revolutionary nationalist figure would see less success on his second attempt at ousting the government as his coup began to quickly fall apart. While having more followers than during Locumbazo, and being more heavily armed, his forces were eventually forced into surrender by the government after a detachment of Special Forces were sent to surround the city. Antauro Humala would be arrested, denied by his brother Ollanta as he would run for president in the following year, and Ethnocacerism would be regarded as a violent organization... But it would not be the end of Ethnocacerism.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012104;Antauro Humala, one of the leaders of the Ethnocacerist Movement within Peru, has recently published a series of books outlining his views and aims for the movement. Delving from geopolitical arguments supporting his vision, and making forays into reinterpreting and bringing back the extinct Incan cults into the mainstream, as a way to stand against the ideals brought over by the "invaders", Humala's writings didn't cease to be distributed even after his incarceration after the Andahuaylazo. Written in plain Spanish, so that more people from the lower classes could read and understand them, these texts help to clarify its points and frames the ideology in context of other Indigenous movements across the Americas, setting it to other streams of thought as well as outlining and refining its goals and aims. Perhaps the most known of these works would be "From Ethnosacred war to the Tahuantinsuyan Church", which would be featured in the International Book Fair of Lima, gaining international notoriety.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012105;Peru is now in a state of chaos. The government has fallen, parties are scrambling to organize for elections, and at the forefront of the nation stand the now triumphant Humala brothers with their "reservistas" who were responsible toppling the deeply unpopular, yet democratic, regime. While initially only an attempt at bringing down the president and his ministers, some Peruvian Army officers that were former classmates of the Humala brothers, and now are in positions of power as generals and colonels, have began to suggest that the time has come for a new path for Peru - one guided by its Indigenous people in the footsteps of their ancestors. If the Humala family is willing to conduct the process, and develop even further the Ethnocacerist Movement, while allowing them to continue their military career, they are willing to put their men and equipment to the service of the Movement. While this would indeed signal the end of democracy in Peru, it would be the beginning of the vindication of the "raza cobriza" in Peru and beyond.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012106;With a new regime now in place the question of leadership has arisen. The obvious choices would be either Ollanta or Antauro - both of which participated in the original uprisings to oust Fujimori and Toledo and are fiery characters with experience in the military and politics. 
However there are two other choices to consider that have some support within the new Nationalist Party, one being the original ideological founder of the movement, the former communist Isaac Humala, the "Patriarch" of the family, which still holds Marxist ideals close to heart. The other being the relatively unknown Ulises Humala, an economics engineer and university professor who studied his postgraduate in France, who styles himself a more moderate nationalist and a 'pragmatist', although not shy to use force if prompted, similar to his brothers and father. Whatever the choice, given the nebulous nature of the Ethnocacerist Movement, it is likely that the initial leader of the state will dictate the standard for the ideology going forward, even if the rest of the family will not necessarily agree with it.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012107;Despite having guided our revolution since its birth with a fiery zeal, Isaac's age has finally started to catch up to him. Recently our leader has announced his retirement from politics, having already tapped one of his three children as potential successors - with each already campaigning within the upper ranks of the party for support.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012107;Despite having guided our revolution since its birth with a fiery zeal, Isaac's age has finally started to catch up to him. Recently our leader has announced his retirement from politics, having already tapped one of his three children as potential successors - with each already campaigning within the upper ranks of the party for support.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012108;With Ollanta taking over as President the time has come to decide on the fate of possible reforms. Ollanta himself wishes to see a modernization of the regime, with an opening of the command-style economy and a more pragmatic approach to foreign and domestic affairs. However, many within the party are unlikely to be pleased with radical change.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012109;With Ulises now occupying the post of President the time has come to decide the fate of possible reforms. Considering himself a 'moderate' and 'pragmatist', Ulises wishes to do away with the more overt authoritarianism of the 'Incan' state and open the country up both within and without. While such sweeping reforms are likely to upset the hardliners within the party, Ulises hinges on support from the population for much of his planned agenda.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012110;With his reforms resulting in backlash not only from within the party, but from the populace as well, Ollanta is faced with almost no other choice but to resign. Already Antauro has come out against the 'neoliberal reforms', promising a return to the policies of his father - pitting himself in opposition not only to Ollanta but to Ulises as well, who promises a more 'honest reform' of the nation and a turn towards more pragmatic and democratically-based policies. Though there are a small number within the party and military that continue to support Ollanta silently, though a move to stay in power with their support would likely cause even more unrest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012111;The DPRK has an interesting ideology - it incorporates elements of strong nationalism with a socialist system. While far from Marxism-Leninism, the 'Third Positionism' of our Ethnocacerist Movement could blend in elements of this system with our own for a stronger and more stable ideology.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012112;Libya, like us, faces a struggle against imperialism and foreign dominance. We should reach out to their regime to build a stronger front against the threat of western attempts to topple our rule.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8012113;The 'Economic Freedom Fighters' have an synthesis of ideologies that make them perfect allies for us in Southern Africa. We should attempt to build relations between the Nationalist Party and their own organization.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012100;With Stalin's death and new policies within the USSR a wave of so-called 'De-Stalinization' has swept across the Eastern Bloc nations. While Romania has been steadfastly pro-Stalinist since the proclamation of the proletarian dictatorship, the question now faces the leadership on how viable it is to keep to policies that have seemed to quickly fall out of favor.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012101;While many both within and beyond the borders of the Soviet Union oppose the new policies of 'De-Stalinization', none could be considered as strong of a holdout within the Soviet sphere as Romania. While the loyalty and hardline adherence to Stalinism served the late Soviet leader well, it poses a problem for the new - more moderate - leadership.\n\nGiven that Gheorghiu-Dej seems to have no intention of following the course outlined by the Soviet example, and the examples being followed in several Eastern Bloc states, some have - though in no serious capacity - suggested that the USSR take a more active approach in ensuring the new line is followed. However, others have argued that given Romania's stability any massive shift in their politics, especially one instigated by Moscow, could have dire consequences down the line. In either case, the official position has yet to be set.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012102;With our refusal to betray Stalin's legacy the USSR's new revisionist leadership has given us an ultimatum, bow before the new line being towed or have it forced upon us. While many within the party are confident of Romania's ability to rally popular support against any coup attempt by the Soviets, others have expressed concern that a refusal to follow Moscow's line could result in another lengthy occupation of the country and an unfavorable renegotiation of post-war treaties.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012103;The Soviet Union, victorious, has dictated terms for the establishment of a new transitional government to oversee the reestablishment of its authority. Many members of the 'Prison Faction' that stood resolute in defense of Stalinism and in defiance of so-called 'revisionism' have already been arrested or ousted from government and members of the 'Moscow Faction' have already been tapped for replacing the now vacant positions.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012104;With Gheorghiu-Dej's grip on Romania having weakened with the death of Stalin and pressure from a now anti-Stalinist Moscow, forces within the political apparatuses of the nation and party have moved quickly to replace the old defender of the Stalinist order. Pauker, already having been in a position of power and prominence, has rallied her support within the 'Moscow Faction' and courted enough moderate support to ensure Gheorghiu-Dej's ouster without issue - as well as to secure her own place within Romanian politics.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012105;Gheorghiu-Dej's death means the passing of the torch of Romanian politics to another within the party.  Apostol's remaining support within the party and prominence within Romania mean a more competitive succession. Already both of the prospective candidates are attempting to rally enough support to be nominated as the next First Secretary. While Ceaucescu seems to have a slight advantage due to infighting, Apostol remains a solid choice for many who hope to continue the competent stability of the previous decade with a more tested hand.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012106;Even before her rise to now, Ana Pauker had helped facilitate the emigration of several thousand Romanian Jews to the new state of Israel - defying the Stalinist norm at the time that saw increasing restrictions on both emigration and immigration. While many Jews remained in Romania, her efforts had earned her ire from political rivals and praise from her political allies and the Jewish community itself.\n\nHowever, now that she is no longer challenged by those same Stalinist forces the opportunity has arisen to provide a 'Right of Return' to all of Romania's remaining Jews to their new homeland.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012107;With power in Romania now passing to anti-Stalinists, the time has come to purge the late Soviet leader's influence from within the party and Romanian society. Ana Pauker - initially seen as supportive of the direction of the new government before turning out of its favor with increasingly vocal opposition - has today announced a campaign of liberalization within the party, with even more far-reaching plans for strengthening the 'Moscow Faction' influence.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012108;The 'Magyar Wing' of Romania's Communist Party was dissolved in 1953, just a year after the creation of the 'Magyar Autonomous Region' in Romania. It had provided one of the few mechanisms for Hungarians in Romania to fight against the increasing policy of 'Romanianization' from the Nationalists and Stalinists that had helped prop up the rule of Gheorghiu-Dej. \n\nGiven that the Stalinists no longer wield much political influence - the question has been brought up by more liberal-minded party members as to a potential revival of this institution.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012109;Ana Pauker, during the rule of previous First Secretary Gheorghiu-Dej, had been a vocal opponent of the forced collectivization and the hardline and strict persecution of the bourgeoisie. She had been able to exert the influence she held to moderate such policies, however with her now occupying the position of her former rival the opportunity has arisen to completely reassess those policies in their entirety. Already she has outlined plans to move towards more voluntary collectivization, enact limited market reforms, incorporate more organizations into the People's Democratic Front, and more.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012110;Ana Pauker, First Secretary of the Romanian Workers' Party, has passed away today due to complications from cancer. Already, however, her supporters have moved to secure her legacy within Romania. Teohari Georgescu has risen as the favourite from the 'Moscow Faction' camp, facing opposition from Apostol who has taken on a more vocally Stalinist and hardline tone - decrying Romania's current state as 'revisionist'.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012111;Citing a rapidly deteriorating health, First Secretary Teohari Georgescu has today announced his retirement from his post - and politics. While he has thus served as a competent moderate from the 'Moscow Faction' of the party - his succession is not so clear cut. The two most notable candidates are the even more reform-oriented Ion Illescu and the Stalinist-Reformist Apostol. Both enjoy support within the party and in Moscow itself.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012112;Ceaucescu's disastrous decisions to embark on increased trade with the west, as well as his liberal usage of money loaned to Romania for development on projects that never saw completion, have drained the countries coffers and cost the regime a great deal of support both within and outside of the party. With new leadership, it is finally time to rectify the situation and begin the process of repaying Romania's debts, reinvesting in the unfinished projects, fostering trade ties with more friendly regimes, and increasing spending on social programs for the people.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012113;De-Stalinization in Romania brought about a period of openness and liberalization that saw the implementation of various reforms both political and economic. Under such a system Apostol himself was able to rise, in part thanks to the gradual removal of more hardline opponents from positions of power. However, the first Secretary position is now held by a Stalinist once more - if only a moderate one. The question has turned to the fate of the ideology has a whole within Romania, with many pointing out the stability the system brought while others contrast with the strict repressions and conservatism that run counter to more open variants of socialism.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012114;Romania under Gheorghiu-Dej, while having its own set of troubles, saw an increase in living standards and an overall recovery and growth in the post-war Romania economy. However, those times have long since past and once again the need arises to help steer Romania towards the path of prosperity. With Apostol and his allies holding the reigns of power, any reform and shift in economic policy is expected to be more in line with the previous course - only making changes and adapting where need be to fit the current material conditions of the country and wider world.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012115;Ceaucescu's attempt at opposing the might of the Soviet Union has come to an end in contrast to the former First Secretary's wishes. With Moscow's authority now restored, now instead has been vested into the hands of the loyal Stalinist Apostol in hopes that his leadership of Romania will steer the nation to be more in line with the Eastern Bloc.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012116;After nearly a decade of economic downturn, constant delays in various uncompleted projects, and increasing orientation towards Western trading partners - Romania finally sees the fruit of its hardships. With many projects now nearing their completion and beginning to increase production and pay their dues, Ceaucescu has made the decision to gradually cancel austerity measures - investing the new revenue back into Romania. Hopefully this will be the start of a period of economic growth and recovery, and win back the initial popularity the statesman held when he first assumed his office.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012117;During the tumultuous events that swept across the Eastern Bloc, Hungary was seemingly one of the multiple regimes to fall. While this leaves us even more vulnerable to encroachment and imperialism from the West, we are not left without recourse.\n\nMany within the party are suggesting that we set aside funding to provide to the communist forces in Hungary to quickly reorganize themselves and participate in the next elections. While it's unlikely they will be able to do much within the confines of a bourgeoise state, maintaining some degree of relations with our former Bloc members will go a long way to securing the continuation of our Socialist Republic.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012118;Ceaucescu's disastrous decisions to embark on increased trade with the west, as well as his liberal usage of money loaned to Romania for development on projects that never saw completion, have drained the countries coffers and cost the regime a great deal of support both within and outside of the party. With new leadership, it is finally time to rectify the situation and begin the process of repaying Romania's debts, reinvesting in the unfinished projects, fostering trade ties with more friendly regimes, and increasing spending on social programs for the people.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012119;Romania under Gheorghiu-Dej, while having its own set of troubles, saw an increase in living standards and an overall recovery and growth in the post-war Romania economy. However, those times have long since past and once again the need arises to help steer Romania towards the path of prosperity. With Ion Illescu holding the position of First Secretary its almost certain that the response to the changing material conditions in Romania and the wider world will be more sweeping and wide-spread than under the previous leaders of the party - with programs already laid out to implement market reforms within the nation modeled after the Reformists in the CPSU and the CPC.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023012120;Facing mounting unrest and wide-spread protests as the communist Eastern Bloc faces a crisis of unprecedented scale - the government of Ion Illescu today has announced its intention to meet with prominent figures within the anti-government movement in hopes of working towards a peaceful solution to the unrest within the nation. While Illescu is seen as a reformist candidate and many expect him to make numerous concessions, confidence remains high that communism will be preserved within Romania and that any reforms will take place within the existing framework.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023008;The years 1945 and 1946 in Romania were marked not only by the end of a calamitous war, but by one of the worst droughts in Romanian history. While the nation itself was no stranger to these phenomena, this one is proving to be more than a disaster. The damage to crops and agriculture yields would go on to result in famine across the post-war landscape.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023009;Even prior to the Second World War, Romania's economy had struggled. With the war itself, Romania was left in ruins. The Romanian leu, having been heavily tied to the German Reichsmark thanks to the influence exerted on the nation by the nazi regime, now suffered from severe inflation and poor exchange rates. Additionally, droughts and fighting had taken their toll on both industry and agriculture, leaving little in the post-war state. With the conclusion of the war, and the new state in which Romania finds itself, it is almost certain much effort is required to pull the country from the brink of turmoil.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023010;SovRoms refers to Soviet-Romanian enterprises created throughout Romania in the years following the creation of the Socialist Republic of Romania. In theory their design was to facilitate economic rebuilding and restructuring within the new state. In practice, however, they would pivot Romania's exports towards the USSR and serve as an addition means of enforcing post-war reparations - a process that would continue until the death of Stalin.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC8023011;After nearly two years of one of the worst droughts in Romania's history the country's luck has seemingly finally taken a turn for the better. Ample rainfall has lead to a boost in agricultural production, as well as a reduction of the severity of the famines that had struck during those two prior years.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC80230121;Romania's currency - the 'Romanian leu' - is still struggling from the effects of the second world war. Economic devastation, increasing inflation, and absurd exchange rates stifle any sense of recovery. In this environment it has been decided to enact a series of reforms aimed at providing a remedy for this and facilitating Romania's post-war recovery.\n\n Under these plans - referred to as the 'Great Stabilization' - the 'First leu' would be succeeded by by the 'Second leu', with the old currency being replaced via a set exchange rate. These changes, while drastic, are seen as the only way out of the dire situation the country finds itself in.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC80230122;Two major factions have been battling for power within the Romanian Communist Party since the nation's liberation from nazi Germany at the hands of the Soviet Union, the 'Prison Faction', informally lead by the country's current leader Gheorghiu-Dej, and the 'Moscow Faction' (sometimes called the 'Pauker Faction') lead by Ana Pauker.\n\nWhile currently Gheorghiu-Dej's pro-Stalinist and hardline 'Prison Faction' holds a dominant position, it has become increasingly threatened by the more moderate and reformist policies and positions of those in its rival group. Ana Pauker - while serving as one of the main figures in the communization of the country - has since taken a hard stance against Stalinism, halting forced collectivization, granting amnesty to former members and supporters of the former fascist regime, preserving aspects bourgeoise, and pushing to broaden the 'People's Democratic Front' coalition set up by the Communist Party. \n\nThese actions, combined with her Jewish ancestry, have earned her a less favorable outlook from Stalin in recent years. Combined with Gheorghiu-Dej's fears of a potential threat to his rule, a decision has been reached on the possibility of purging Pauker and her more vocal supporters with Soviet backing - preventing any future conflict or opposition to leadership within the nation.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC80230123;Even after the previous currency reform in 1947, additional steps were taken to once again revalue the Romanian leu as well as to enact additional reforms. The reforms would also include provisions for the rate of exchange, the materials the coins were made out of, and different denominations.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
