CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVTDESC8015862;On February 12, Clinton was acquitted on both counts as neither received the necessary two-thirds majority vote of the senators present for conviction and removal from office—in this instance 67. On Article One, 45 senators voted to convict while 55 voted for acquittal. On Article Two, 50 senators voted to convict while 50 voted for acquittal. In April 1999, about two months after being acquitted by the Senate, Clinton was cited by Federal District Judge Susan Webber Wright for civil contempt of court for his "willful failure" to obey her repeated orders to testify truthfully in the Paula Jones sexual harassment lawsuit. For this citation, Clinton was assessed a $90,000 fine, and the matter was referred to the Arkansas Supreme Court to see if disciplinary action would be appropriate.;;;;;;;;;;X;;;;;;;
EVTDESC16100321;The $COUNTRY_ADJ$ Upper House has passed a motion of No Confidence in $MONARCHTITLE$. This is over the rising discontent of the $COUNTRY_ADJ$ Citizens with the current leadership. The sudden toppling of the $MONARCHTITLE$ has caused a massive hit in the popularity of the ruling party and has made our chances of re-election extremely slim. We can avoid future votes of no confidence in the $MONARCHTITLE$ by having a upper house ruling party percentage of more than 33%.;;;;;;;;;;X;;;;;;;
EVTDESC8012691;In 1910 the Union wished to incorporate Basutoland (now Lesotho), Bechuanaland (now Botswana), and Swaziland—three landlocked territories that, through a variety of historical accidents, had remained outside South African control. African and humanitarian opposition and Britain’s desire for a foothold in the region prevented this incorporation, and the territories remained British protectorates. Until the mid 20th century, however, both Britain and South Africa assumed that the territories would ultimately become part of South Africa. Although this did not happen, Basutoland, Bechuanaland, and Swaziland were locked into South Africa’s economy. Administrators were often South African, and the form of indirect rule they practiced strengthened the authority of conservative chiefs, leaving little room for political progress.;;;;;;;;;;X;;;;;;;
EVTDESC124156;National Values in the game represents the collective values of the $COUNTRY_ADJ$ people. They can either value Order, Equality, Liberty, Tradition, Meritocracy or Progressivism. The National Value of $COUNTRY$ can shift depending on the pop majority ideology and the current ruling party ideology. It takes around 3 years for the national value to change once the conditions have been met.;;;;;;;;;;X;;;;;;;
EVTDESC124150;Conservatism is a political and social philosophy promoting traditional social institutions in the context of culture and civilisation. The central tenets of conservatism include tradition, organic society, hierarchy, authority, and property rights. Conservatives seek to preserve a range of institutions such as religion, parliamentary government, and property rights, with the aim of emphasising social stability and continuity.;;;;;;;;;;X;;;;;;;
EVTDESC124151;Broadly speaking, liberty is the ability to do as one pleases. In modern politics, liberty is the state of being free within society from oppressive restrictions imposed by authority on one's way of life, behavior, or political views. Sometimes liberty is differentiated from freedom by using the word "freedom" primarily, if not exclusively, to mean the ability to do as one wills and what one has the power to do and using the word "liberty" to mean the absence of arbitrary restraints, taking into account the rights of all involved. In this sense, the exercise of liberty is subject to capability and limited by the rights of others. Thus liberty entails the responsible use of freedom under the rule of law without depriving anyone else of their freedom.;;;;;;;;;;X;;;;;;;
EVTDESC124152;Egalitarianism is a school of thought within political philosophy that prioritises equality for all people. Egalitarian doctrines are generally characterised by the idea that all humans are equal in fundamental worth or moral status. It is a political doctrine that states that all people should be treated as equals and have the same political, economic, social and civil rights, or as a social philosophy advocating the removal of economic inequalities among people, economic egalitarianism, or the decentralisation of power.;;;;;;;;;;X;;;;;;;
EVTDESC124153;Egalitarianism is a school of thought within political philosophy that prioritises equality for all people. Egalitarian doctrines are generally characterised by the idea that all humans are equal in fundamental worth or moral status. It is a political doctrine that states that all people should be treated as equals and have the same political, economic, social and civil rights, or as a social philosophy advocating the removal of economic inequalities among people, economic egalitarianism, or the decentralisation of power.;;;;;;;;;;X;;;;;;;
EVTDESC124154;Meritocracy is a political system in which economic goods or political power are vested in individual people on the basis of talent, effort, and achievement, rather than wealth or social class. Advancement in such a system is based on performance, as measured through examination or demonstrated achievement.;;;;;;;;;;X;;;;;;;
EVTDESC124155;In the late 19th century, a political view rose in popularity in the Western world that progress was being stifled by vast economic inequality between the rich and the poor, minimally regulated laissez-faire capitalism with out-of-control monopolistic corporations, intense and often violent conflict between workers and capitalists and a need for measures to address these problems. Progressivism has influenced various political movements. In the modern era, a movement that identifies as progressive is "a social or political movement that aims to represent the interests of ordinary people through political change and the support of government actions". The unifying theme is to call attention to the negative impacts of current institutions or ways of doing things, and to advocate for progress, that is, for positive change as defined by any of several standards, such expansion of democracy, increased social or economic equality, improved well being of a population, etc.;;;;;;;;;;X;;;;;;;
post_war_tax;Post War Reconstruction;;;;;;;;;;X;;;;;;;
rebuild_un_hq_title;Rebuild the United Nations Headquarters in $CAPITAL$;;;;;;;;;;X;;;;;;;
rebuild_un_hq_desc;The United Nations Headquarters building has deteriorated to a state where it is no longer able to host the daily functions of the United Nations. As such, the $COUNTRY_ADJ$ Government is required to rebuild the building to re-enable the United Nations to continue on its business optimally.;;;;;;;;;;X;;;;;;;
host_un_hq_title;Host the United Nations Headquarters;;;;;;;;;;X;;;;;;;
host_un_hq_desc;The country that previously hosted the United Nations Headquarters was no longer able to host the UN due to ongoing civil strife, losing a war or the site being struck by Weapons of Mass Destruction. The United Nations Secretary General is now searching for a new site to host the organs of the United Nations. Perhaps we should apply for his great priviledge of hosting the UN?;;;;;;;;;;X;;;;;;;
EVTDESC1610069;The United Nations Secretary General has issued an order to all staff working in the United Nations Headquarters building in $COUNTRY$ to evacuate immediately to a regional branch of the UN due to the current instability in $COUNTRY$ or destruction of $COUNTRY_ADJ$ cities by hostile weapons of mass destruction. Another great power will now be able to host the UN Headquarters.;;;;;;;;;;X;;;;;;;
EVTDESC1610068;The first meetings of the General Assembly, with 51 nations represented, and the Security Council took place in Methodist Central Hall, Westminster, London beginning on 10 January 1946. The General Assembly selected New York City as the site for the headquarters of the UN, construction began on 14 September 1948 and the facility was completed on 9 October 1952. The third and sixth General Assembly sessions, in 1948 and 1951, met in the Palais de Chaillot in Paris. Prior to the construction of the current complex, the UN was headquartered at a temporary location at the Sperry Corporation's offices in Lake Success, New York, an eastern suburb of the city in Nassau County on Long Island, from 1946 to 1952.;;;;;;;;;;X;;;;;;;
blocsenabled;Cold War Ongoing;;;;;;;;;;X;;;;;;;
1992_start_decision_title;Anno Domini 1992;;;;;;;;;;X;;;;;;;
1992_start_decision_desc;The Cold War has ended and a new world order has emerged. With the victory of capitalistic democracy over communist authoritarianism, we have reached the end of history where dogmatic ideological battles no longer dominate. However from the ashes of communism rises a new threat, the threat of a cultural battle between the emergent East and established West to shape the 21st Century.;;;;;;;;;;X;;;;;;;
EVTDESC1610066;The 1998–2002 Argentine Great Depression was an economic depression in Argentina, which began in the third quarter of 1998 and lasted until the second quarter of 2002. The depression, which began after the Russian and Brazilian financial crises, caused widespread unemployment, riots, the fall of the government, a default on the country's foreign debt, the rise of alternative currencies and the end of the peso's fixed exchange rate to the US dollar. The economy shrank by 28 percent from 1998 to 2002. In terms of income, over 50 percent of Argentines were poor and 25 percent, indigent - seven out of ten Argentine children were poor at the depth of the crisis in 2002.;;;;;;;;;;X;;;;;;;
EVTDESC1610064;The Plano Real was a set of measures taken to stabilise the Brazilian economy in 1994, during the presidency of Itamar Franco. Its architects were led by the Minister of Finance and succeeding president Fernando Henrique Cardoso. The Plano Real was based on an analysis of the root causes of hyperinflation in the New Republic of Brazil, that concluded that there was both an issue of fiscal policy and severe, widespread inertial inflation. The Plano Real intended to stabilize the domestic currency in nominal terms after a string of failed plans to control inflation.;;;;;;;;;;X;;;;;;;
EVTDESC1610065;The path to the 1999 financial crisis in Brazil started with a massive surge in inflows, but the scene was soon dominated by the high domestic interest rates, initially necessary for price stabilisation but later becoming permanent to avoid "another Mexico" and to respond to continuous external shocks. But these high interest rates soon created massive domestic financial fragility in the banking sector and in state government finances, leading to an increase in public debt through continuous private banking and state government rescue activities.And this public debt exploded due to high interest rates, which became systematically higher than both the growth in public revenues and the returns on reserves. In the meantime, the real economy imploded because of these rates, but high interest rates became even more necessary as a (poor) substitute for missing public sector reforms and as a price for political stalemate. It then did not take much (the Russian devaluation and default in August 1998 and a relatively minor internal political crisis at the beginning of January 1999) for Brazil to end up in a major financial crisis.;;;;;;;;;;X;;;;;;;
stagflation;Stagflation;;;;;;;;;;X;;;;;;;
stagflation_desc;Stagflation is a condition of slow economic growth and relatively high unemployment, or economic stagnation, accompanied by rising prices, or inflation. It can also be defined as inflation and a decline in gross domestic product (GDP);;;;;;;;;;X;;;;;;;
seek_imf_bailout_south_america_title;Seek IMF Intervention in the Latin American Debt Crisis;;;;;;;;;;X;;;;;;;
seek_imf_bailout_south_america_desc;Latin American countries, unable to pay their debts, turned to the IMF, which provided money for loans and unpaid debts. In return, the IMF forced Latin America to make reforms that would favor free-market capitalism, further aggravating inequalities and poverty conditions. The IMF also forced Latin America to implement austerity plans and programs that lowered total spending in an effort to recover from the debt crisis. This reduction in government spending further deteriorated social fractures in the economy and halted industrialisation efforts. The efforts of the IMF effectively aimed to transform Latin America's economy abruptly into a capitalist free-trade type of economy, which is an economic model preferred by wealthy and fully developed countries.;;;;;;;;;;X;;;;;;;
liquidity_trap;Stuck in a Liquidity Trap;;;;;;;;;;X;;;;;;;
EVTDESC1610063;In language regarding the economy, the military’s emphasis on its preference for the free market and its disdain for statist intervention helped endear the regime to private capital and convinced Western nations of the generals’ anti-communist credentials, even though military policies did not consistently decrease state participation in the economy. The first order of business for the new regime was to diversify Brazil’s exports, encourage foreign investment, and implement tax incentives and currency devaluations to encourage overseas trade. At the same time, the military government began a push to raise tax collection, which resulted in a notable increase in tax revenue as a portion of the country’s gross domestic product.;;;;;;;;;;X;;;;;;;
paulo_afonso_dam_title;The Paulo Afonso Hydroelectric Complex;;;;;;;;;;X;;;;;;;
paulo_afonso_dam_desc;The Paulo Afonso Hydroelectric Complex is a system of three dams and five hydroelectric power plants on the São Francisco River near the city of Paulo Afonso in Bahia, Brazil. The complex exploits an 80-metre (260 ft) natural gap on the river, known as the Paulo Afonso Falls. Constructed in succession between 1948 and 1979, the dams support the Paulo Afonso I, II, III, IV and Apollonius Sales (Moxotó) power plants which contain a total of 23 generators with an installed capacity of 4,279.6 megawatts (5,739,000 hp). PA I was the first large power plant constructed in Brazil and the complex constitutes the densest area of dams in Brazil. The complex provides electricity to areas in northeastern Brazil and is the main tourist attraction in the region.;;;;;;;;;;X;;;;;;;
EVTDESC1610061;Import substitution policies were adopted by most nations in Latin America from the 1930s until the late 1980s. The initial date is largely attributed to the impact of the Great Depression of the 1930s, when Latin American countries, which exported primary products and imported almost all of the industrialised goods they consumed, were prevented from importing due to a sharp decline in their foreign sales. This served as an incentive for the domestic production of the goods they needed. ISI gained a theoretical foundation only in the 1950s, when Argentine economist and UNECLAC head Raúl Prebisch was a visible proponent of the idea, as well as Brazilian economist Celso Furtado. Prebisch had experience running his country’s central bank and started to question the model of export-led growth.;;;;;;;;;;X;;;;;;;
EVTDESC1610062;Imports of goods due to import substitution policies led to a rapid depletion of the country's foreign exchange reserves. In 1947, under the guidance of the International Monetary Fund (IMF) a second phase, in which the exchange control was retaken, kept the cruise at high levels compared to the U.S. currency. This policy discouraged exports, encouraging, on the other hand, the import of equipment, machinery and other inputs, excluding consumer goods, and favored the expansion of the manufacturing sector. The development strategy of the government included the “Salte Plan”, named for an emphasis on Health, Food, Transportation and Energy. Proposed in 1947, it aimed at the management of public spending and investment in key sectors in the country but only began to receive funding from the budget in 1949.;;;;;;;;;;X;;;;;;;
end_south_american_isi_title;End Import Substitution Industrialisation in $COUNTRY$;;;;;;;;;;X;;;;;;;
end_south_american_isi_desc;In Latin American countries in which ISI was most successful, it was accompanied by structural changes to the government. Old neocolonial governments were replaced by more-or-less democratic governments. Banks and utilities and certain foreign-owned companies were nationalised or had their ownership transferred to local businesspeople however many economists contend that ISI failed in Latin America and was one of many factors leading to the so-called lost decade of Latin American economics.;;;;;;;;;;X;;;;;;;
south_american_isi;South American Import Substitution Industrialisation Path;;;;;;;;;;X;;;;;;;
EVTDESC14121799;The post-Soviet states, also known as the former Soviet Union (FSU) or former Soviet Republics, and in Russia as the "near abroad" are the 15 sovereign states that emerged and re-emerged from the Union of Soviet Socialist Republics following its breakup in 1991, with Russia internationally recognised as the successor state to the Soviet Union after the Cold War. With the break up of the Soviet Union and the formation of the Russia, should we continue to claim the lands held by the USSR on the basis that it too formed the component territories held by the Russian Empire?;;;;;;;;;;X;;;;;;;
sea_piracy;Piracy in Territorial Waters;;;;;;;;;;X;;;;;;;
EVTDESC1610059;Piracy is an act of robbery or criminal violence by ship or boat-borne attackers upon another ship or a coastal area, typically with the goal of stealing cargo and other valuable items or properties. In the early 21st century, seaborne piracy against transport vessels remains a significant issue (with estimated worldwide losses of US 16 billion per year in 2004), particularly in the waters between the Red Sea and Indian Ocean, off the Somali coast, and also in the Strait of Malacca and Singapore. Today, pirates armed with automatic weapons, such as assault rifles, and machine guns, grenades and rocket propelled grenades use small motorboats to attack and board ships, a tactic that takes advantage of the small number of crew members on modern cargo vessels and transport ships. The international community is facing many challenges in bringing modern pirates to justice, as these attacks often occur in international waters. Have administration spending higher than 50% for more than 5 years to end piracy in $COUNTRY_ADJ$ Territorial Waters.;;;;;;;;;;X;;;;;;;
restore_german_monarchy_title;Restore the German Monarchy;;;;;;;;;;X;;;;;;;
restore_german_monarchy_desc;The Monarch of Germany was created with the proclamation of the President of the North German Confederation and the King of Prussia, William I of Prussia, as "German Emperor" during the Franco-Prussian War, on 18 January 1871 at the Palace of Versailles. By this ceremony, the North German Confederation was transformed into the German Empire. This empire was a federal monarchy - the emperor was head of state and president of the federated monarchs. Some organisations such as Tradition und Leben advocate a return to monarchy however, there is currently little mainstream support for a restoration of the monarchy. If we have a traditionalist pop majority ideology, there will be no need to hold a referendum on the monarchy which has a 50% chance of success.;;;;;;;;;;X;;;;;;;
restore_german_monarchy_USA_title;Restore the German Monarchy;;;;;;;;;;X;;;;;;;
restore_german_monarchy_USA_desc;The Monarch of Germany was created with the proclamation of the President of the North German Confederation and the King of Prussia, William I of Prussia, as "German Emperor" during the Franco-Prussian War, on 18 January 1871 at the Palace of Versailles. By this ceremony, the North German Confederation was transformed into the German Empire. This empire was a federal monarchy - the emperor was head of state and president of the federated monarchs. Some organisations such as Tradition und Leben advocate a return to monarchy however, there is currently little mainstream support for a restoration of the monarchy. The United States Government has a 40% chance of accepting our request.;;;;;;;;;;X;;;;;;;
EVTDESC1610055;The people of Germany have voted to restore the German Monarchy in a historic referendum. This means that the current exiled head of the House of Hohenzollern will be restored to the throne of Germany. The monarchists promise that the Kaiser will usher in a new era of prosperity and order to Germany.;;;;;;;;;;X;;;;;;;
EVTDESC1610056;The people of Germany have voted to reject the restoration of the German Monarchy in a historic referendum. It comes as no surprise that the German people do not wish to return to life under a hereditary ruler after decades of grappling with leaders who attempted to rule for life - with disasterous results. This referendum affirms the democratic will of the people to continue to have a republican system of goverment that is by the people and for the people.;;;;;;;;;;X;;;;;;;
EVTDESC1610057;The traditionalist government in occupied Germany has sent us a curious request - to restore the German Monarchy and the end to the American occupation. They claim that this will provide a strong and more importantly, permanent bulwark against communism such that occupation is no longer required. This is because the potential Kaiser is a fervant anti-communist who has many more years to live. Granting this request will however be contradictory to the republican values of the United States however it might be a pragmatic choice to avoid further in roads by communism into Western Europe.;;;;;;;;;;X;;;;;;;
EVTDESC1610058;The United States has rejected our humble request to restore the German Monarchy. They cite the reason that it is against American republican values to install a monarch. The United States further stressed that they wish to advance the cause of democracy and not that of unelected rulers. This marks the end of our quest to turn Germany monarchist until we acheive independence.;;;;;;;;;;X;;;;;;;
EVTDESC80087533;The siege of Tel al-Zaatar was an armed siege of Tel al-Zaatar (Hill of Thyme), a fortified, UNRWA-administered refugee camp housing Palestinian refugees in northeastern Beirut. The siege was carried out by Christian Lebanese militias led by the Lebanese Front as part of a wider campaign to expel Palestinians, especially those affiliated with the radical wing of the Palestine Liberation Organisation (PLO), from northern Beirut.;;;;;;;;;;X;;;;;;;
EVTDESC8008754;The May 17 Agreement of 1983 was an agreement signed between Lebanon and Israel during the Lebanese Civil War on May 17, 1983, after Israel invaded Lebanon and besieged Beirut in 1982. It called for withdrawal of the IDF from Beirut and provided a framework for the establishment of normal bilateral relations between the two countries. Lebanon was under both Israeli and Syrian military occupations during its negotiation.;;;;;;;;;;X;;;;;;;
EVTDESC8008756;It called upon Lebanon to establish its sovereignty over all of its land and called upon "foreign forces", Syria, to withdraw from Lebanon and to cease intervening in the internal politics of Lebanon. The resolution also called on all Lebanese and non-Lebanese militias to disband and declared support for a "free and fair electoral process". On 26 April 2005, after 29 years of military action in Lebanon, the last Syrian troops left Lebanon. Syrian military and intelligence facilities, after the destruction of sensitive documents or the transportation of logistical material, were turned over to Lebanese counterparts. This action left the Lebanese government as the main violator of the resolution due to its refusal to dismantle the pro-Syrian Palestinian and Hezbollah militias.;;;;;;;;;;X;;;;;;;
EVTDESC8008757;Before the Israeli election in May 1999 the prime minister of Israel, Ehud Barak, promised that within a year all Israeli forces would withdraw from Southern Lebanon, effectively dropping the support for the South Lebanon Army. When negotiation efforts between Israel and Syria, the goal of which was to bring a peace agreement between Israel and Lebanon as well, failed due to Syrian control of Lebanon (until 2005), Barak led to the decision of withdrawal of the IDF to the Israeli border. With the amounting pressure on South Lebanon Army and the South Lebanon security belt administration, the system began to fall apart, with many members of the army and administration requesting political asylum in Israel and other countries. The Israeli complete withdrawal took place on 24 May 2000.;;;;;;;;;;X;;;;;;;
EVTDESC8008758;The Taif Agreement was an agreement reached to provide "the basis for the ending of the civil war and the return to political normalcy in Lebanon". Negotiated in Ta'if, Saudi Arabia, it was designed to end the decades-long Lebanese Civil War, reassert Lebanese authority in Southern Lebanon (then occupied by Israel), though the agreement set a time frame for Syrian withdrawal and stipulated that the Syrians withdraw in two years. It was signed on 22 October 1989 and ratified by the Lebanese parliament on 5 November 1989.;;;;;;;;;;X;;;;;;;
EVTDESC1610054;Anxious about their future on a hotter planet and angry at world leaders for failing to arrest the crisis, masses of young people poured into the streets of $CAPITAL$ to demand action on climate change. “You had a future, and so should we,” demonstrators chanted as they marched through $CAPITAL$. “Right now we are the ones who are making a difference. If no one else will take action, then we will,” a young climate activist whose one-person strikes in $CAPITAL$ helped ignite the national movement, told demonstrators in $CAPITAL$. “We demand a safe future. Is that really too much to ask?”;;;;;;;;;;X;;;;;;;
colonial_algeria_title;French First in Algeria;;;;;;;;;;X;;;;;;;
colonial_algeria_desc;As Algeria is a puppet of France, we can choose to set French to be the primary culture.;;;;;;;;;;X;;;;;;;
modern_algeria_title;Decolonisation of Algeria;;;;;;;;;;X;;;;;;;
modern_algeria_desc;As Algeria is no longer a puppet of France, we can finally remove the discriminatory pro-French policies to restore sovereignty to the Algerian people.;;;;;;;;;;X;;;;;;;
EVTDESC68457;An prominent exiled $COUNTRY_ADJ$ dissident has written a book slamming our government. The dissident claims that we are dictatorial and oppressing the $COUNTRY_ADJ$ people. The $COUNTRY_ADJ$ Government naturally condemns such salacious allegations as outright falsehoods however the book is starting to attract significant international recognition and support. We stand to lose much prestige and domestic support if such dissident thoughts are allowed to proliferate without consequence. $MONARCHTITLE$, the time has come to 'liquidate' this threat to our power.;;;;;;;;;;X;;;;;;;
EVTDESC68458;A prominent exiled $FROMCOUNTRY$ dissident has been assassinated in $CAPITAL$ by $FROMCOUNTRY_ADJ$ agents using a bomb. The $COUNTRY_ADJ$ Cabinent holds this as a gross violation of our national sovereignty. There are calls for the $MONARCHTITLE$ to publicly condemn $FROMCOUNTRY$ for their illegal actions however doing so will greatly damage our relations with them. $MONARCHTITLE$, the decision lies on your shoulders: To uphold the principles of international law or to be pragmatic and avoid a potentially disasterous confrontation with $FROMCOUNTRY$.;;;;;;;;;;X;;;;;;;
EVTDESC1610051;On 9 December 2016, Jammeh appeared on Gambian state television to announce that he had "decided to reject the outcome of the recent election" due to "serious and unacceptable abnormalities ... during the electoral process". He said that a new election should be held under "a god-fearing and independent electoral commission". The announcement came after Fatoumata Jallow-Tambajang, the chair of the opposition coalition, called for Jammeh's prosecution within a year of the handing over of power in January 2017 and said "We are going to have a national commission for asset recovery" to obtain the return of money and property from Jammeh and his family. By 10 December, the military of the Gambia was deployed in key locations in Banjul, the capital, and set up sandbagged positions with machine guns, although they were just waving the citizenry through the checkpoints.;;;;;;;;;;X;;;;;;;
EVTDESC1610050;The Maxi Trial was a criminal trial against the Sicilian Mafia that took place in Palermo, Sicily. It lasted from 10 February 1986 to 30 January 1992. The trial was held in a bunker-courthouse specially constructed for this purpose inside the walls of the prison of Palermo. Sicilian prosecutors indicted 475 mafiosi for a multitude of crimes relating to Mafia activities, based primarily on testimonies given as evidence from former Mafia bosses turned informants, known as pentiti, in particular Tommaso Buscetta and Salvatore Contorno. Most were convicted, 338 people, sentenced to a total of 2,665 years, not including life sentences handed to 19 bosses; the convictions were upheld in January 1992 by the Supreme Court of Italy, after the final stage of appeal.;;;;;;;;;;X;;;;;;;
EVTDESC1610049;The $COUNTRY_ADJ$ Government has not been very popular recently with militancy rising above 5. This has led to growing dissent within our party with the current $MONARCHTITLE$. Today, the representative of the dissident bloc has issued a letter to the Office of the $MONARCHTITLE$ calling for the resignation of the $MONARCHTITLE$. If we choose this option, the current leader will leave office and a party congress will be held to choose the new dictator. If we refuse, those angry with the $MONARCHTITLE$ may instigate a coup in $COUNTRY$.;;;;;;;;;;X;;;;;;;
EVTDESC1610048;Due to growing dissent over our party's governance or sliding poll numbers, a band of influential backbench Members of Parliament led by a prominent cabinet critic of the $MONARCHTITLE$'s leadership has issued an open letter to call for the $MONARCHTITLE$'s resignation. If we choose this option, the current leader will leave office and a party election will be held to choose the new $MONARCHTITLE$. If we refuse, we may risk losing the next election.;;;;;;;;;;X;;;;;;;
EVTDESC1610045;$COUNTRY$ stands triumphant after winning a war against our rival superpower for global dominance. Our victory has enabled us to demand that our defeated superpower rival abandon one of their continental spheres. This decision will remove all influence by the defeated superpower in all independent countries in their sphere and grants us 100 diplomatic points in those countries.;;;;;;;;;;X;;;;;;;
EVTDESC1610046;A recent war between two superpowers to establish global hegemony has resulted in the defeat of one of the powers, as a result, all sphered nations in the designated continent that the victorious superpower has chosen to exert dominance over will now leave the sphere of the defeated superpower. The victor also gains 100 diplomatic influence points in $COUNTRY$.;;;;;;;;;;X;;;;;;;
EVTDESC1610047;$COUNTRY$ has been defeated in a war to establish global dominance started by our rival superpower. Their victory has enabled them to demand that $COUNTRY$ abandon one of our continental spheres (all sphered independent countries in a single continent). This decision will remove all $COUNTRY_ADJ$ influence in all independent countries in our sphere and grants the victorious superpower 100 diplomatic points in those countries.;;;;;;;;;;X;;;;;;;
EVTDESC1610044;Our Foreign Minister is pleased to report that the level of foreign interference in our politics has decreased to negligible levels. The minster attributes this to either a change in the global clout or politics in our sphere master. Ideologies that match our sphere master's ruling party ideology will no longer receive a 25% boost.;;;;;;;;;;X;;;;;;;
EVTDESC1610042;The $COUNTRY_ADJ$ ambassador to our sphere master has sent a rather disturbing report - our sphere master is interfering in the politics of $COUNTRY$. This means that the ideology that matches our sphere master's ruling party will gain a 25% boost in daily support gain. This is worrying news and we will need to work harder if we are to counteract the foreign influence.;;;;;;;;;;X;;;;;;;
sphere_interference;Interfering with our sphere's politics;;;;;;;;;;X;;;;;;;
promote_ideology_in_sphere_title;Promote our Ideology in the $COUNTRY_ADJ$ Sphere;;;;;;;;;;X;;;;;;;
promote_ideology_in_sphere_desc;This decision will apply a boost to our ideology in all countries that are part of the $COUNTRY_ADJ$ sphere. Do be warned that nationalist and populist ruling party nations will react negatively and will leave our sphere should we use this.;;;;;;;;;;X;;;;;;;
stop_promote_ideology_in_sphere_title;Stop Promoting our Ideology in the $COUNTRY_ADJ$ Sphere;;;;;;;;;;X;;;;;;;
