CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
urban_london;Greater London Metropolitan Area;;;;;;;;x 
urban_los_angeles;Urban;;;;;;;;x 	
urban_luxembourg;Urban;;;;;;;;x 
urban_madrid;Urban;;;;;;;;x 
urban_managua;Urban;;;;;;;;x 	
urban_manama;Urban;;;;;;;;x 
urban_manila;Urban;;;;;;;;x 
urban_melbourne;Urban;;;;;;;;x 
urban_mexico_city;Urban;;;;;;;;x 
urban_miami;Urban;;;;;;;;x 
urban_milan;Urban;;;;;;;;x 	
urban_minsk;Urban;;;;;;;;x 
urban_montevideo;Urban;;;;;;;;x 
urban_moscow;Urban;;;;;;;;x 
urban_mumbai;Urban;;;;;;;;x 
urban_munich;Urban;;;;;;;;x 	
urban_muscat;Urban;;;;;;;;x 	
urban_naples;Urban;;;;;;;;x	
urban_naypyidaw;Urban;;;;;;;;x 
urban_new_delhi;Urban;;;;;;;;x 
urban_new_york;Urban;;;;;;;;x 	
urban_nicosia;Urban;;;;;;;;x 	
urban_oslo;Urban;;;;;;;;x 
urban_ottawa;Urban;;;;;;;;x 
urban_panama_city;Urban;;;;;;;;x 
urban_paris;Urban;;;;;;;;x 	
urban_phnom_penh;Urban;;;;;;;;x 	
urban_podgorica;Urban;;;;;;;;x 
urban_port_au_prince;Urban;;;;;;;;x 
urban_prague;Urban;;;;;;;;x 
urban_pretoria;Urban;;;;;;;;x 	
urban_pyongyang;Urban;;;;;;;;x 
urban_quito;Urban;;;;;;;;x 	
urban_riga;Urban;;;;;;;;x 	
urban_riyadh;Urban;;;;;;;;x 
urban_rome;Urban;;;;;;;;x 	
urban_sanaa;Urban;;;;;;;;x 
urban_san_francisco;Urban;;;;;;;;x	
urban_san_juan;Urban;;;;;;;;x 
urban_san_jose;Urban;;;;;;;;x 
urban_san_salvador;Urban;;;;;;;;x 
urban_santiago;Urban;;;;;;;;x 
urban_santo_domingo;Urban;;;;;;;;x 
urban_sao_paulo;Urban;;;;;;;;x 	
urban_sarajevo;Urban;;;;;;;;x 	
urban_seoul;Urban;;;;;;;;x 
urban_shanghai;Urban;;;;;;;;x 
urban_singapore;Singapore;;;;;;;;x 	
urban_skopje;Urban;;;;;;;;x 	
urban_sofia;Urban;;;;;;;;x
urban_stockholm;Urban;;;;;;;;x 
urban_sucre;Urban;;;;;;;;x 
urban_sydney;Urban;;;;;;;;x
urban_taipei;Urban;;;;;;;;x 	
urban_tallinn;Urban;;;;;;;;x 	
urban_tbilisi;Urban;;;;;;;;x 	
urban_tirana;Urban;;;;;;;;x 
urban_tegucigalpa;Urban;;;;;;;;x 
urban_tehran;Urban;;;;;;;;x 
urban_tokyo;Greater Tokyo Metropolitan Area;;;;;;;;x 
urban_toronto;Urban;;;;;;;;x 	
urban_ulan_bator;Urban;;;;;;;;x 	
urban_venice;Urban;;;;;;;;x 	
urban_vienna;Urban;;;;;;;;x 	
urban_vientiane;Urban;;;;;;;;x 	
urban_vilnius;Urban;;;;;;;;x 
urban_warsaw;Urban;;;;;;;;x 	
urban_washington;Urban;;;;;;;;x 
urban_wellington;Urban;;;;;;;;x
urban_yerevan;Urban;;;;;;;;x 	
urban_zagreb;Urban;;;;;;;;x
urban_zurich;Urban;;;;;;;;x
urban_katowice;Urban;;;;;;;;x
urban_lagos;Urban;;;;;;;;x
urban_kinshasa;Urban;;;;;;;;x
urban_abidjan;Urban;;;;;;;;x
urban_casablanca;Urban;;;;;;;;x
urban_addis_ababa;Urban;;;;;;;;x
urban_luanda;Urban;;;;;;;;x
urban_dar_es_salaam;Urban;;;;;;;;x
urban_gaborone;Urban;;;;;;;;x
urban_harare;Urban;;;;;;;;x
urban_bangui;Urban;;;;;;;;x
urban_asmara;Urban;;;;;;;;x
ocean1;Ocean;;;;;;;;x
