CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
israeli_military_genius;Israeli Military Genius;;;;;;;;x
EVTDESC1410083;Level of social corruption refers to the level of everyday abuse of entrusted power by low and mid-level public and private sector officials in their interactions with ordinary citizens, who often are trying to access basic goods or services in places like hospitals, schools, police departments and other agencies.;;;;;;;;x
EVTDESC1410082;Level of Government Corruption is the amount of use of powers by government officials for illegitimate private gain. An illegal act by an officeholder constitutes political corruption only if the act is directly related to their official duties, is done under color of law or involves trading in influence. Forms of corruption vary, but include bribery, extortion, cronyism, nepotism, parochialism, patronage, influence peddling, graft, and embezzlement. Corruption may facilitate criminal enterprise such as drug trafficking, money laundering, and human trafficking, though is not restricted to these activities. Misuse of government power for other purposes, such as repression of political opponents and general police brutality, is also considered political corruption.;;;;;;;;x
massive_government_corruption;Massive Government Corruption;;;;;;;;x
large_government_corruption;Large Government Corruption;;;;;;;;x
medium_government_corruption;Moderate Government Corruption;;;;;;;;x
low_government_corruption;Low Government Corruption;;;;;;;;x
minimal_government_corruption;Minimum Government Corruption;;;;;;;;x
massive_societal_corruption;Massive Social Corruption;;;;;;;;x
large_societal_corruption;Large Social Corruption;;;;;;;;x
medium_societal_corruption;Moderate Social Corruption;;;;;;;;x
low_societal_corruption;Low Social Corruption;;;;;;;;x
minimal_societal_corruption;Minimum Social Corruption;;;;;;;;x
nuke_low;Suffered low damage from Nuclear Strike;;;;;;;;x
nuke_medium;Suffered moderate damage from Nuclear Strike;;;;;;;;x
nuke_high;Suffered extensive damage from Nuclear Strike;;;;;;;;x
chemical_low;Suffered low damage from Chemical Attack;;;;;;;;x
chemical_medium;Suffered moderate damage from Chemical Attack;;;;;;;;x
chemical_high;Suffered extensive damage from Chemical Attack;;;;;;;;x
regime_change_demanded;Recently demanded Regime Change from a neighbouring Rouge State;;;;;;;;x
regime_change_accepted;Accepted Regime Change Ultimatum;;;;;;;;x
regime_change_rejected;Rejected Regime Change Ultimatum;;;;;;;;x
regime_change_ultimatum_title;Demand Regime Change from a neighbouring Rouge State;;;;;;;;x
regime_change_ultimatum_desc;A neighbouring nation is posing a threat to world peace by possessing Weapons of Mass Distruction (WMD) and acting in a belligerent manner towards its neighbours. Our military chiefs suggest that we should take pre-emptive military action against the nation to remove the WMDs and install a more docile government.;;;;;;;;x
embargo_nation_title;Embargo a Neighbouring Nation;;;;;;;;x
embargo_nation_desc;An embargo is the partial or complete prohibition of commerce and trade with a particular country or a group of countries. Embargoes are considered strong diplomatic measures imposed in an effort, by the imposing country, to elicit a given national-interest result from the country on which it is imposed. Embargoes are similar to economic sanctions and are generally considered legal barriers to trade, not to be confused with blockades, which are often considered to be acts of war. Embargoes can mean limiting or banning export or import, creating quotas for quantity, imposing special tolls, taxes, banning freight or transport vehicles, freezing or seizing freights, assets, bank accounts, limiting the transport of particular technologies or products (high-tech) for example CoCom during the cold-war. In response to embargoes, an independent economy or autarky often develops in an area subjected to heavy embargo. Effectiveness of embargoes is thus in proportion to the extent and degree of international participation.;;;;;;;;x
embargo_nation;Being Embargoed by Foreign Powers;;;;;;;;x
total_embargo_nation;Facing a Total Embargo;;;;;;;;x
embargoing_nation;Embargoing a Neighbouring Nation;;;;;;;;x
economic_malaise;Economic Malaise;;;;;;;;x
EVTDESC1400069;Nationalisation, is the process of transforming private assets into public assets by bringing them under the public ownership of a national government or state. Nationalisation usually refers to private assets or assets owned by lower levels of government, such as municipalities, being transferred to the state. The opposites of nationalisation are privatisation, municipalisation and demutualisation. When previously nationalised assets are privatised and subsequently returned to public ownership by a later government, they are said to have undergone renationalisation. Industries that are usually subject to nationalisation include transport, communications, energy, banking and natural resources. Nationalisation may occur with or without compensation to the former owners. Nationalisation is distinguished from property redistribution in that the government retains control of nationalised property.;;;;;;;;x
attempt_nationalisation_title;Nationalise Major Industries;;;;;;;;x
attempt_nationalisation_desc;Nationalisation, is the process of transforming private assets into public assets by bringing them under the public ownership of a national government or state. Nationalisation usually refers to private assets or assets owned by lower levels of government, such as municipalities, being transferred to the state. The opposites of nationalisation are privatisation, municipalisation and demutualisation. When previously nationalised assets are privatised and subsequently returned to public ownership by a later government, they are said to have undergone renationalisation. Industries that are usually subject to nationalisation include transport, communications, energy, banking and natural resources. Nationalisation may occur with or without compensation to the former owners. Nationalisation is distinguished from property redistribution in that the government retains control of nationalised property.;;;;;;;;x
attempt_privatisation_title;Privatise Major Nationalised Industries;;;;;;;;x
attempt_privatisation_desc;The public sector is the part of the economic system that is run by government agencies. Privatisation may involve either sale of government-held assets or removal of restrictions preventing private individuals and businesses from participating in a given industry. Privatisation is an ongoing trend in many parts of the developed and developing world. Proponents of privatisation maintain that the competition in the private sector fosters more efficient practices, which eventually yield better service and products, lower prices and less corruption. On the other hand, critics of privatisation argue that some services - such as health care, utilities, education and law enforcement - should be in the public sector to enable greater control and ensure more equitable access.;;;;;;;;x
nationalisation_of_industry;Major Industries Nationalised;;;;;;;;x
nationalisation_in_progress;Major Industries Nationalised Recently;;;;;;;;x
privatisation_in_progress;Major Industries Privatised Recently;;;;;;;;x
privatisation_of_industry;Major Industries Privatised;;;;;;;;x
EVTDESC64570;The Strategic Arms Limitation Talks (SALT) were two rounds of bilateral conferences and corresponding international treaties involving the United States and the Soviet Union—the Cold War superpowers—on the issue of armament control. The two rounds of talks and agreements were SALT I and SALT II. Negotiations commenced in Helsinki, Finland, in November 1969. SALT I led to the Anti-Ballistic Missile Treaty and an interim agreement between the two countries. Although SALT II resulted in an agreement in 1979, the United States Senate chose not to ratify the treaty in response to the Soviet war in Afghanistan, which took place later that year. The Soviet legislature also did not ratify it. The agreement expired on December 31, 1985 and was not renewed. The treaties led to the STARTs, or Strategic Arms Reduction Treaties, which consisted of START I and START II, both of which proposed limits on multiple-warhead capacities and other restrictions on each side's number of nuclear weapons. A successor to START I, New START, was proposed and was eventually ratified in February 2011.;;;;;;;;x
EVTDESC64571;The Intermediate-Range Nuclear Forces Treaty (INF Treaty) is the abbreviated name of the Treaty Between the United States of America and the Union of Soviet Socialist Republics on the Elimination of Their Intermediate-Range and Shorter-Range Missiles, a 1987 agreement between the United States and the Soviet Union (and later its successor states, in particular the Russian Federation). Signed in Washington, D.C. by President Ronald Reagan and Soviet leader Mikhail Gorbachev on 8 December 1987, the treaty was ratified by the United States Senate on 27 May 1988 and came into force on 1 June 1988. The INF Treaty eliminated all nuclear and conventional missiles, as well as their launchers, with ranges of 500–1,000 kilometres (310–620 mi) (short-range) and 1,000–5,500 kilometres (620–3,420 mi) (intermediate-range). The treaty did not cover sea-launched missiles. By May 1991, 2,692 missiles were eliminated, followed by 10 years of on-site verification inspections.;;;;;;;;x
EVTDESC64572;START (Strategic Arms Reduction Treaty) was a bilateral treaty between the United States of America and the Union of Soviet Socialist Republics (USSR) on the reduction and limitation of strategic offensive arms. The treaty was signed on 31 July 1991 and entered into force on 5 December 1994. The treaty barred its signatories from deploying more than 6,000 nuclear warheads atop a total of 1,600 inter-continental ballistic missiles (ICBMs) and bombers. START negotiated the largest and most complex arms control treaty in history, and its final implementation in late 2001 resulted in the removal of about 80 percent of all strategic nuclear weapons then in existence. Proposed by United States President Ronald Reagan, it was renamed START I after negotiations began on the second START treaty.;;;;;;;;x
EVTDESC64573;The Anti-Ballistic Missile Treaty (ABM Treaty or ABMT) was a treaty between the United States and the Soviet Union on the limitation of the anti-ballistic missile (ABM) systems used in defending areas against ballistic missile-delivered nuclear weapons. Under the terms of the treaty, each party was limited to two ABM complexes, each of which was to be limited to 100 anti-ballistic missiles. Signed in 1972, it was in force for the next 30 years. Following the dissolution of the Soviet Union, in 1997 four former Soviet republics agreed with the United States to succeed the USSR's role in the treaty. In June 2002 the United States withdrew from the treaty, leading to its termination.;;;;;;;;x
salt_treaty;Signatory to the SALT Treaties;;;;;;;;x
abm_treaty;Signatory to the ABM Treaties;;;;;;;;x
start_treaty;Signatory to the START Treaties;;;;;;;;x
inf_treaty;Signatory to the INF Treaties;;;;;;;;x
sdi_development;Developing the Strategic Defence Initiative;;;;;;;;x
sdi_completed;Possess Anti-Nuclear Attack Capability;;;;;;;;x
develop_sdi_title;Begin development of the Strategic Defense Initiative;;;;;;;;x
develop_sdi_desc;The Strategic Defense Initiative (SDI) was a proposed missile defense system intended to protect the United States from attack by ballistic strategic nuclear weapons (intercontinental ballistic missiles and submarine-launched ballistic missiles). The system, which was to combine ground-based units and orbital deployment platforms, was first publicly announced by President Ronald Reagan on March 23, 1983. The initiative focused on strategic defense rather than the prior strategic offense doctrine of mutual assured destruction (MAD). We shall create something similar.;;;;;;;;x
salt_treaty_title;Propose SALT treaties;;;;;;;;x
salt_treaty_desc;The Strategic Arms Limitation Talks (SALT) were two rounds of bilateral conferences and corresponding international treaties involving the United States and the Soviet Union—the Cold War superpowers—on the issue of armament control. The two rounds of talks and agreements were SALT I and SALT II. We shall propse soemthing similar.;;;;;;;;x
inf_treaty_title;Propose a INF treaty;;;;;;;;x
inf_treaty_desc;The Intermediate-Range Nuclear Forces Treaty (INF Treaty) is the abbreviated name of the Treaty Between the United States of America and the Union of Soviet Socialist Republics on the Elimination of Their Intermediate-Range and Shorter-Range Missiles, a 1987 agreement between the United States and the Soviet Union (and later its successor states, in particular the Russian Federation). Signed in Washington, D.C. by President Ronald Reagan and Soviet leader Mikhail Gorbachev on 8 December 1987, the treaty was ratified by the United States Senate on 27 May 1988 and came into force on 1 June 1988. We shall propose something similar.;;;;;;;;x
start_treaty_title;Propose START treaties;;;;;;;;x
start_treaty_desc;START (Strategic Arms Reduction Treaty) was a bilateral treaty between the United States of America and the Union of Soviet Socialist Republics (USSR) on the reduction and limitation of strategic offensive arms. The treaty was signed on 31 July 1991 and entered into force on 5 December 1994. The treaty barred its signatories from deploying more than 6,000 nuclear warheads atop a total of 1,600 inter-continental ballistic missiles (ICBMs) and bombers. START negotiated the largest and most complex arms control treaty in history, and its final implementation in late 2001 resulted in the removal of about 80 percent of all strategic nuclear weapons then in existence. Proposed by United States President Ronald Reagan, it was renamed START I after negotiations began on the second START treaty.;;;;;;;;x
abm_treaty_title;Propose an ABM treaty;;;;;;;;x
abm_treaty_desc;The Anti-Ballistic Missile Treaty (ABM Treaty or ABMT) was a treaty between the United States and the Soviet Union on the limitation of the anti-ballistic missile (ABM) systems used in defending areas against ballistic missile-delivered nuclear weapons. Under the terms of the treaty, each party was limited to two ABM complexes, each of which was to be limited to 100 anti-ballistic missiles.;;;;;;;;x
build_sdi_title;Begin the Strategic Defence Initiative;;;;;;;;x
build_sdi_desc;The Strategic Defense Initiative (SDI) was a proposed missile defense system intended to protect the United States from attack by ballistic strategic nuclear weapons (intercontinental ballistic missiles and submarine-launched ballistic missiles). The system, which was to combine ground-based units and orbital deployment platforms, was first publicly announced by President Ronald Reagan on March 23, 1983. The initiative focused on strategic defense rather than the prior strategic offense doctrine of mutual assured destruction (MAD). We shall create something similar.;;;;;;;;x
cdhigh;Strong Civil Defence policy;;;;;;;;x
cdmedium;Acceptably strong Civil Defence policy;;;;;;;;x
cdlow;Weak Civil Defense policy;;;;;;;;x
changecd_title;Change Civil Defence policy;;;;;;;;x
changecd_desc;Change Civil Defence policy to better suit our needs because do we really need to have such a strong defence policy while we at peace?;;;;;;;;x
cdhigh_title;Set strong Civil Defence policy;;;;;;;;x
cdmedium_title;Set acceptably strong Civil Defence policy;;;;;;;;x
cdlow_title;Set weak Civil Defense policy;;;;;;;;x
cdhigh_desc;Civil defence or civil protection is an effort to protect the citizens of a state (generally non-combatants) from military attacks and natural disasters. It uses the principles of emergency operations: prevention, mitigation, preparation, response, or emergency evacuation and recovery. Programs of this sort were initially discussed at least as early as the 1920s and were implemented in some countries during the 1930s as the threat of war and aerial bombardment grew. It became widespread after the threat of nuclear weapons was realised.;;;;;;;;x
cdmedium_desc;Civil defence or civil protection is an effort to protect the citizens of a state (generally non-combatants) from military attacks and natural disasters. It uses the principles of emergency operations: prevention, mitigation, preparation, response, or emergency evacuation and recovery. Programs of this sort were initially discussed at least as early as the 1920s and were implemented in some countries during the 1930s as the threat of war and aerial bombardment grew. It became widespread after the threat of nuclear weapons was realised.;;;;;;;;x
cdlow_desc;Civil defence or civil protection is an effort to protect the citizens of a state (generally non-combatants) from military attacks and natural disasters. It uses the principles of emergency operations: prevention, mitigation, preparation, response, or emergency evacuation and recovery. Programs of this sort were initially discussed at least as early as the 1920s and were implemented in some countries during the 1930s as the threat of war and aerial bombardment grew. It became widespread after the threat of nuclear weapons was realised.;;;;;;;;x
changenato_title;Change NATO policy on member's burdens to the Organisation;;;;;;;;x
natohigh_title;Set NATO policy as US bears the burden of defence for members;;;;;;;;x
natomedium_title;Set NATO policy as US and Members share burden of defence fairly;;;;;;;;x
natolow_title;Set NATO policy as US and not Members bear the heavy burden of defence for members;;;;;;;;x
natohigh_desc;Transatlantic disagreement on how to split NATO’s bills is as old as the Alliance itself. The fundamental bargain between US commitment to defending its allies and  European contributions to NATO can be measured on the basis of many different parameters. Spending a fixed share of gross domestic product on defense constitutes only a crude indicator of transatlantic commitment. To make matters worse, methodological nuances in measuring contributions often serve to obfuscate differences in political ambitions  that nations seek to realise through their NATO membership. Put simply, European nations want to be allied with the United States when their policy preferences converge.;;;;;;;;x
natomedium_desc;Transatlantic disagreement on how to split NATO’s bills is as old as the Alliance itself. The fundamental bargain between US commitment to defending its allies and  European contributions to NATO can be measured on the basis of many different parameters. Spending a fixed share of gross domestic product on defense constitutes only a crude indicator of transatlantic commitment. To make matters worse, methodological nuances in measuring contributions often serve to obfuscate differences in political ambitions  that nations seek to realise through their NATO membership. Put simply, European nations want to be allied with the United States when their policy preferences converge.;;;;;;;;x
natolow_desc;Transatlantic disagreement on how to split NATO’s bills is as old as the Alliance itself. The fundamental bargain between US commitment to defending its allies and  European contributions to NATO can be measured on the basis of many different parameters. Spending a fixed share of gross domestic product on defense constitutes only a crude indicator of transatlantic commitment. To make matters worse, methodological nuances in measuring contributions often serve to obfuscate differences in political ambitions  that nations seek to realise through their NATO membership. Put simply, European nations want to be allied with the United States when their policy preferences converge.;;;;;;;;x
natohigh_gp;NATO - US bears the burden;;;;;;;;x
natomedium_gp;NATO - Members & US bear the burden;;;;;;;;x
natolow_gp;NATO - Other members bear the burden;;;;;;;;x
natohigh;NATO - US bears the burden;;;;;;;;x
natomedium;NATO - Members & US bear the burden;;;;;;;;x
natolow;NATO - Members except US bear the burden;;;;;;;;x
family_values1;Baby Boom;;;;;;;;x
oil_high_title;Direct crude oil production in our nation to exceed OPEC quotas;;;;;;;;x
oil_high_desc;Exceeding OPEC quotas for crude oil production can cause oil saturation in the markets which may in turn drive down the price of oil.;;;;;;;;x
oil_medium_title;Direct crude oil production in our nation to meet OPEC quotas;;;;;;;;x
oil_medium_desc;Meeting OPEC quotas for crude oil production can prevent oil saturation or shortage in the markets which may in turn keep the price of oil stable.;;;;;;;;x
oil_low_title;Direct crude oil production in our nation to fall short of OPEC quotas;;;;;;;;x
oil_low_desc;Falling short of OPEC quotas for crude oil production can cause oil shortages in the markets which may in turn drive up the price of oil and inflate consumer prices.;;;;;;;;x
oil_reset_title;Change crude oil production in our nation with respect to the OPEC quotas;;;;;;;;x
oil_reset_desc;Perhaps it is time we change our oil production to better suit our needs than that of OPEC?;;;;;;;;x
oil_high;Production of Crude Oil exceeding OPEC quota;;;;;;;;x
oil_medium;Production of Crude Oil meeting OPEC quota;;;;;;;;x
oil_low;Production of Crude Oil less than OPEC quota;;;;;;;;x
oil_crisis_chaos;Oil Crisis Chaos;;;;;;;;x
oil_crisis;Reduction of oil output from OPEC action;;;;;;;;x
opec_oil_crisis_title;Initiate an Oil Crisis via the Organisation of Petroleum Exporting Countries (OPEC);;;;;;;;x
opec_oil_crisis_desc;Commencing this decision will dramatically reduce the oil output of all OPEC members which will in turn drive up international oil demand causing prices for oil to increase. This will not only increase our country's earnings from oil but also cause inflation as energy prices will rise which will then cause manufacturing costs for other products to rise as well causing factory unprofitability.;;;;;;;;x
anschluss_ger_title;Anschluss with Austria;;;;;;;;x
anschluss_ger_desc;The word Anschluss is properly translated as "joinder," "connection," "unification," or "political union." In contrast, the German word Annektierung (military annexation) was not, and is not commonly used now, to describe the union of Austria and Germany in 1938. The word Anschluss had been widespread before 1938 describing an incorporation of Austria into Germany. Calling the incorporation of Austria into Germany an "Anschluss," that is a "unification" or "joinder," was also part of the propaganda used in 1938 by Germany to create the impression that the union was not coerced. Hitler described the incorporation of Austria as a Heimkehr, a return to its original home. The word Anschluss has endured since 1938, despite being a euphemism for what took place.;;;;;;;;x
anschluss_aus_title;Anschluss with Austria;;;;;;;;x
anschluss_aus_desc;The word Anschluss is properly translated as "joinder," "connection," "unification," or "political union." In contrast, the German word Annektierung (military annexation) was not, and is not commonly used now, to describe the union of Austria and Germany in 1938. The word Anschluss had been widespread before 1938 describing an incorporation of Austria into Germany. Calling the incorporation of Austria into Germany an "Anschluss," that is a "unification" or "joinder," was also part of the propaganda used in 1938 by Germany to create the impression that the union was not coerced. Hitler described the incorporation of Austria as a Heimkehr, a return to its original home. The word Anschluss has endured since 1938, despite being a euphemism for what took place.;;;;;;;;x
return_of_austrian_lands_title;Demand the return of Austria's lands;;;;;;;;x
return_of_austrian_lands_desc;After World War II and the fall of the Third Reich the political ideology of Pan-Germanism fell into disfavor and is now seen by the majority of German speaking people as taboo. Unlike earlier in the 20th century when there was no Austrian identity separate from a German one, in 1987 only 6 percent of the Austrians identified themselves as "Germans." Today over 90 percent of the Austrians see themselves as their own nationality. The existence of an Austrian state is no longer questioned as it was in the inter-war period.;;;;;;;;x
un_sanctions;Facing UN Sanctions;;;;;;;;x
state_religion_change_title;Have a State Religion Policy;;;;;;;;x
state_religion_change_desc;A state religion (also called an established religion, state church, established church, or official religion) is a religious body or creed officially endorsed by the state. A state with an official religion, while not secular, is not necessarily a theocracy – a country whose rulers have in their hands both secular and spiritual authority.;;;;;;;;x
no_state_religion_change_title;Have a No State Religion Policy;;;;;;;;x
no_state_religion_change_desc;A state religion (also called an established religion, state church, established church, or official religion) is a religious body or creed officially endorsed by the state. A state with an official religion, while not secular, is not necessarily a theocracy – a country whose rulers have in their hands both secular and spiritual authority.;;;;;;;;x
secularism_religion_change_title;Have a Secularism Policy;;;;;;;;x
secularism_religion_change_desc;Secularism is the principle of the separation of government institutions and persons mandated to represent the state from religious institutions and religious dignitaries (the attainment of such is termed secularity). One manifestation of secularism is asserting the right to be free from religious rule and teachings, or, in a state declared to be neutral on matters of belief, from the imposition by government of religion or religious practices upon its people. Another manifestation of secularism is the view that public activities and decisions, especially political ones, should be uninfluenced by religious beliefs and/or practices.;;;;;;;;x
jointheida_title;Join the International Development Association;;;;;;;;x
jointheida_desc;The International Development Association (IDA) is an international financial institution which offers concessional loans and grants to the world's poorest developing countries. The IDA is a member of the World Bank Group and is headquartered in Washington, D.C., United States. It was established in 1960 to complement the existing International Bank for Reconstruction and Development by lending to developing countries which suffer from the lowest gross national income, from troubled creditworthiness, or from the lowest per capita income. Together, the International Development Association and International Bank for Reconstruction and Development are collectively generally known as the World Bank, as they follow the same executive leadership and operate with the same staff.;;;;;;;;x
leavetheida_title;Leave the International Development Association;;;;;;;;x
leavetheida_desc;The International Development Association (IDA) is an international financial institution which offers concessional loans and grants to the world's poorest developing countries. The IDA is a member of the World Bank Group and is headquartered in Washington, D.C., United States. It was established in 1960 to complement the existing International Bank for Reconstruction and Development by lending to developing countries which suffer from the lowest gross national income, from troubled creditworthiness, or from the lowest per capita income. Together, the International Development Association and International Bank for Reconstruction and Development are collectively generally known as the World Bank, as they follow the same executive leadership and operate with the same staff.;;;;;;;;x
ida_member;Member of the International Development Association;;;;;;;;x
ida_loan;International Development Association Loan;;;;;;;;x
ida_loan_title;Request an International Development Association Loan;;;;;;;;x
ida_loan_desc;The IDA lends to countries with the aim to finance projects that will develop infrastructure and improve education, healthcare, access to clean water and sanitation facilities, and environmental responsibility. It is considered to be the soft lending window of the World Bank, while the IBRD is considered to be the hard lending window. The association offers grants and loans with maturities ranging from 25 to 40 years, grace periods of 5 to 10 years, and interest rates of 2.8% or 1.25% depending on whether the borrower is a blend country and to which degree it is eligible. Regular IDA-eligible borrowers may take advantage of no-interest loans.;;;;;;;;x
end_of_bretton_system_title;End the Bretton Woods System;;;;;;;;x
end_of_bretton_system_desc;By 1968, the attempt to defend the dollar at a fixed peg of $35 per Ounce, the policy of the Eisenhower, Kennedy and Johnson administrations, had become increasingly untenable. Gold outflows from the US accelerated, and despite gaining assurances from Germany and other nations to hold gold, the unbalanced fiscal spending of the Johnson administration had transformed the dollar shortage of the 1940s and 1950s into a dollar glut by the 1960s. In 1967, the IMF agreed in Rio de Janeiro to replace the tranche division set up in 1946. Special drawing rights (SDRs) were set as equal to one U.S. dollar, but were not usable for transactions other than between banks and the IMF. Nations were required to accept holding SDRs equal to three times their allotment, and interest would be charged, or credited, to each nation based on their SDR holding. The original interest rate was 1.5%. The intent of the SDR system was to prevent nations from buying pegged gold and selling it at the higher free market price, and give nations a reason to hold dollars by crediting interest, at the same time setting a clear limit to the amount of dollars that could be held.;;;;;;;;x
bretton_woods_effect;Bretton Woods System;;;;;;;;x
bretton_woods_effect_desc;1 Troy Ounce of Gold is Pegged to $35 US Dollars greatly hindering the rate of credit creation.;;;;;;;;x
war_on_terror;The War On Terror has begun;;;;;;;;x
war_on_terror_desc;The War on Terror (WoT), also known as the Global War on Terrorism (GWOT), is a metaphor of war referring to the international military campaign that started after the September 11 attacks on the United States.;;;;;;;;x
overlord_loan_requested;Recently Requested Loan From Our Geopolitical Masters;;;;;;;;x
imf_loan_requested;Recently Requested Loan From The International Monetary Fund;;;;;;;;x
foreign_loan_requested;Recently Requested Loan From Creditor Nations;;;;;;;;x
imf_loan;Receiving International Monetary Fund Loan;;;;;;;;x
imf_loan_desc;A member country may request IMF financial assistance if it has an actual or potential balance of payments need—that is, if it lacks or potentially lacks sufficient financing on affordable terms to meet its net international payments (e.g., imports, external debt redemptions) while maintaining adequate reserve buffers going forward. IMF resources provide a cushion that eases the adjustment policies and reforms that a country must make to correct its balance of payments problem and help restore conditions for strong economic growth.;;;;;;;;x 
imf_loan_title;Request a Foreign Loan from The International Monetary Fund;;;;;;;;x
overlord_loan_title;Request a Foreign Loan from our Geopolitical Masters;;;;;;;;x
foreign_loan_title;Request a Foreign Loan from Creditor Nations;;;;;;;;x
foreign_loan_desc;Foreign debt is an outstanding loan that one country owes to another country or institutions within that country. Foreign debt also includes due payments to international organizations such as the International Monetary Fund (IMF). The debt may be comprised of fees for goods and services or outstanding credit due to a negative balance of trade. Total foreign debt can be a combination of short-term and long-term liabilities.;;;;;;;;x
overlord_loan_desc;Foreign debt is an outstanding loan that one country owes to another country or institutions within that country. Foreign debt also includes due payments to international organizations such as the International Monetary Fund (IMF). The debt may be comprised of fees for goods and services or outstanding credit due to a negative balance of trade. Total foreign debt can be a combination of short-term and long-term liabilities.;;;;;;;;x
EVTDESC1400041;The world now has entered the post Cold War era. Many efforts have been made since the 1950s to promote relaxation of tensions and on many occasions in the past it appeared that the two power blocks had entered the period of detente. Gradually, however, the Cold War came to an end. This was due to the operation of several factors acting in tandem however we must decide which was the most important.;;;;;;;;x
mnchigh;Favourable Multinational Corporations Policies;;;;;;;;x
mncmedium;Mildly Favourable Multinational Corporations Policies;;;;;;;;x
mnclow;Unfavourable Multinational Corporations Policies;;;;;;;;x
mnchigh_title;Enact Favourable Multinational Corporations Policies;;;;;;;;x
mncmedium_title;Enact Mildly Favourable Multinational Corporations Policies;;;;;;;;x
mnclow_title;Enact Unfavourable Multinational Corporations Policies;;;;;;;;x
changemnc_title;Change Multinational Corporations Policies;;;;;;;;x
mnchigh_desc;Enact Favourable Multinational Corporations Policies;;;;;;;;x
mncmedium_desc;Enact Mildly Favourable Multinational Corporations Policies;;;;;;;;x
mnclow_desc;Enact Unfavourable Multinational Corporations Policies;;;;;;;;x
changemnc_desc;A multinational corporation (MNC) has facilities and other assets in at least one country other than its home country. Such companies have offices and/or factories in different countries and usually have a centralized head office where they coordinate global management.;;;;;;;;x
stockcrash;Stock Market Induced Recession;;;;;;;;x
channel_tunnel_construction;Channel Tunnel construction underway;;;;;;;;x
channel_tunnel;Channel Tunnel;;;;;;;;x
channel_tunnel_title;Build the Channel Tunnel;;;;;;;;x
channel_tunnel_desc;The Channel Tunnel is a 50.45-kilometre (31.35 mi) rail tunnel linking Folkestone, Kent, in the United Kingdom, with Coquelles, Pas-de-Calais, near Calais in northern France, beneath the English Channel at the Strait of Dover. At its lowest point, it is 75 m (250 ft) deep. At 37.9 kilometres (23.5 mi), the tunnel has the longest undersea portion of any tunnel in the world, although the Seikan Tunnel in Japan is both longer overall at 53.85 kilometres (33.46 mi) and deeper at 240 metres (790 ft) below sea level. The speed limit for trains in the tunnel is 160 kilometres per hour (99 mph).;;;;;;;;x
