#  STRING NAME (do not change!);English;;;;;;;;;;X
##;;;;;;;;;;;X
# New World Order 2;;;;;;;;;;;X
##;;;;;;;;;;;X
# Events;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_8022752_NAME;Macedonian Independence;;;;;;;;;;;;;x;;;;
EVT_8022752_DESC;Following the success of the pro-indepedence vote in a recent referendum, Macedonia has declared their indepedence from our country, how should we response to their action..;;;;;;;;;;;;;x;;;;
EVT_8022752_A;Accept Macedonia's declaration of indepedence;;;;;;;;;;;;;x;;;;
EVT_8022752_B;Prevent Macedonia from seceding ;;;;;;;;;;;;;x;;;;
EVT_8022753_NAME;The Brioni Agreement;;;;;;;;;;;;;x;;;;
EVT_8022753_DESC;The Brioni Agreement or Brioni Declaration is a document signed by representatives of Slovenia, Croatia and the Socialist Federal Republic of Yugoslavia under the political sponsorship of the European Community on the Brijuni Islands on 7 July 1991 that put an end to hostilities between the Yugoslav and Slovene forces in the Ten-Day War. However, ultimately it isolated the federal prime minister Ante Markovic in his efforts to preserve Yugoslavia, and effectively stopped any form of federal influence over Slovenia. This meant the Yugoslav People's Army (JNA) would focus on combat in Croatia, creating a precedent of redrawing international borders and staking the EC's interest in resolving the Yugoslav crisis.;;;;;;;;;;;;;x;;;;
EVT_8022753_A;Sign the Agreement;;;;;;;;;;;;;x;;;;
EVT_8022753_B;We shall continue to push JNA forces completely out of Slovenia;;;;;;;;;;;;;x;;;;
EVT_8022754_NAME;The Brioni Agreement;;;;;;;;;;;;;x;;;;
EVT_8022754_DESC;The Brioni Agreement or Brioni Declaration is a document signed by representatives of Slovenia, Croatia and the Socialist Federal Republic of Yugoslavia under the political sponsorship of the European Community on the Brijuni Islands on 7 July 1991 that put an end to hostilities between the Yugoslav and Slovene forces in the Ten-Day War. However, ultimately it isolated the federal prime minister Ante Markovic in his efforts to preserve Yugoslavia, and effectively stopped any form of federal influence over Slovenia. This meant the Yugoslav People's Army (JNA) would focus on combat in Croatia, creating a precedent of redrawing international borders and staking the EC's interest in resolving the Yugoslav crisis.;;;;;;;;;;;;;x;;;;
EVT_8022754_A;Sign the Agreement;;;;;;;;;;;;;x;;;;
EVT_8022754_B;No Slovenia is a part of Yugoslavia;;;;;;;;;;;;;x;;;;
EVT_8008101_NAME;Tulip Revolution;;;;;;;;;;;;;x
EVT_8008101_DESC;The Tulip Revolution, or First $COUNTRY_ADJ$ Revolution, led to the fall from power of President Askar Akayev, who had led the republic since before independence. The revolution began after parliamentary elections on February 27 and March 13, 2005. The revolutionaries alleged corruption and authoritarianism by the Akayev, his family, and supporters. Akayev fled to Kazakhstan and then to Russia. On April 4, 2005, at the $COUNTRY_ADJ$ embassy in Moscow, Akayev signed his resignation statement in the presence of a $COUNTRY_ADJ$ parliamentary delegation. The resignation was ratified by the $COUNTRY_ADJ$ interim parliament on April 11, 2005.;;;;;;;;;;;;;x
EVT_8008101_A;Freedom!;;;;;;;;;;;;;x
EVT_8008101_B;Stay in power;;;;;;;;;;;;;x
EVT_8008102_NAME;Second $COUNTRY_ADJ$ Revolution;;;;;;;;;;;;;x
EVT_8008102_DESC;The Second $COUNTRY_ADJ$ Revolution began in April 2010 with the ousting of president Kurmanbek Bakiyev in the capital Bishkek, following a Russian-led media and economic campaign against the formerly pro-Russian president, who had ruled since the Tulip Revolution. He had been criticised by the people of $COUNTRY$ for failing to reform as promised and taking dictatorial actions. The pro-Russian opposition government which seized power surprised and disappointed Russia by calling for a widely popular referendum towards a democratic parliamentary system, the first of its kind in Central Asia. This was suspected to be the first step toward a distancing from Russia, but the elected parliament turned out to be firmly pro-Russia.\nThe Revolution was followed by increased ethnic tension involving Kyrgyz people and Uzbeks in the south of $COUNTRY$.;;;;;;;;;;;;;x
EVT_8008102_A;Call the referendum;;;;;;;;;;;;;x
EVT_8008102_B;Keep the current presidential republic;;;;;;;;;;;;;x
EVT_8008102_C;Call the referendum, and declare independence!;;;;;;;;;;;;;x
EVT_8008103_NAME;$YEAR$ South Kyrgyzstan ethnic clashes;;;;;;;;;;;;;x
EVT_8008103_DESC;In the south, ethnic Uzbeks have been highly active in the local economy. In $COUNTRYCULTURE$ public opinion, they have attempted to turn this economic clout into political power, promoting Uzbek nationalism, and destroying Kyrgyzstan's unity. During the general mayhem of the $YEAR$ Revolution, exiles from the Uzbek minority claim they were assaulted and driven to Uzbekistan, with some 400,000 citizens becoming internally displaced. Victims testify to mass killing, gang rape, and torture, primarily in the cities of Osh and Jalal-Abad. The violence required the interim government to declare a state of emergency in an attempt to take control of the situation. Uzbekistan launched a limited troop incursion early on, but withdrew and opened its borders to Uzbek refugees. The clashes killed nearly 420 people, mostly Uzbeks, and displaced another 80,000.;;;;;;;;;;;;;x
EVT_8008103_A;Declare a state of emergency and turn a blind eye;;;;;;;;;;;;;x
EVT_8008103_B;Declare a state of emergency and send troops to keep order!;;;;;;;;;;;;;x
EVT_8008104_A;We must allieviate the plight of the refugees;;;;;;;;;;;;;x
EVT_8008104_B;We must claim Osh to support our brothers and sisters there;;;;;;;;;;;;;x
EVT_8008104_C;Kyrgzstan will have to pay for this atrocity in blood!;;;;;;;;;;;;;x
EVT_8008104_D;This is not worth our time;;;;;;;;;;;;;x
EVT_19002_NAME;Foreign Influence in our Country;;;;;;;;;;;;;x;;;;
EVT_19002_DESC;We have come under the sphere of influence of $SPHEREMASTER$. Our Government type differs from theirs. This is causing contention. Shall we seek there permission to continue our current form of government?;;;;;;;;;;;;;x;;;;
EVT_19002_A;Seek permission;;;;;;;;;;;;;x;;;;
EVT_19002_B;Distance our selves from them;;;;;;;;;;;;;x;;;;
EVT_19004_NAME;$FROMCOUNTRY$ request permission to maintain their current form of government;;;;;;;;;;;;;x;;;;
EVT_19004_DESC;We have sphered $FROMCOUNTRY$. Their government form is different from ours. Shall we insist that they change there form of government, potentially risking us losing our influence if they refuse?;;;;;;;;;;;;;x;;;;
EVT_19004_A;Accept our differences;;;;;;;;;;;;;x;;;;
EVT_19004_B;Demand regime change outright (risk loosing influence);;;;;;;;;;;;;x;;;;
EVT_8004326_NAME;The Reparations Agreement between Israel and the Federal Republic of Germany;;;;;;;;;;;;;x;;;;
EVT_8004326_DESC;Calls from Jewish organisations and the State of Israel, for compensation for the unspeakable crimes have been committed in the name of the German people, calling for moral and material indemnity. Shall the The Federal Government are prepared, jointly with representatives of Jewry and the State of Israel bring about a solution of the material indemnity problem, thus easing the way to the spiritual settlement of infinite suffering, or shall we leave the issue unresolved?;;;;;;;;;;;;;x;;;;
EVT_8004326_A;We have guilt. Make the payment;;;;;;;;;;;;;x;;;;
EVT_8004326_B;The Nazis are to blame, not the collective German people;;;;;;;;;;;;;x;;;;
EVT_8007721_NAME;Reparations Agreement between Israel and West Germany;;;;;;;;;;;;;x;;;;
EVT_8007721_DESC;This money will be invested in the country's infrastructure, and play an important role in establishing the economy of our new state. Israel is facing a deep economic crisis and was heavily dependent on donations by foreign Jews, and the reparations, along with these donations, would help turn Israel into an economically viable country.;;;;;;;;;;;;;x;;;;
EVT_8007721_A;We may still reopen more claims in the future;;;;;;;;;;;;;x;;;;
EVT_8010520_B;Avoid a confrontation;;;;;;;;;;;;;x;;;;
EVT_8010520_NAME;Boko Haram;;;;;;;;;;;;;x;;;;
EVT_8010520_DESC;Boko Haram was founded as a Sunni Islamic fundamentalist sect, influenced by the Wahhabi movement, advocating a strict form of Sharia law. It developed into a Salafist-jihadi. The name "Boko Haram" is usually translated as "Western education is forbidden".;;;;;;;;;;;;;x;;;;
EVT_8010520_A;Supress them;;;;;;;;;;;;;x;;;;
EVT_8010520_B;Accept Sharia in the North;;;;;;;;;;;;;x;;;;
EVT_8008125_NAME;Choi Soon-sil gate;;;;;;;;;;;;;x;;;;
EVT_8008125_DESC;Choi Soon-sil has known President Park since the 1970s when Choi's father, Choi Tae-min, offered to console and advise Park as she and the family was still grieving for the assassination of then first-lady Yuk Young-soo. Choi at that time claimed that the shamanic leader can channel communication to her dead mother. Choi Soon-sil is alleged to have dictated or at the least influenced her decisions on everything from President Park's handbags to state affairs. Choi has been indicted for extorting bribes, abusing power illegally and leaking classified documents.;;;;;;;;;;;;;x;;;;
EVT_8008124_A;Impeach President Park!;;;;;;;;;;;;;x;;;;
EVT_8008124_B;Take her offer of removing herself from power;;;;;;;;;;;;;x;;;;
EVT_8006220_NAME;The Pogrom of Istanbul;;;;;;;;;;;;;x;;;;
EVT_8006220_DESC;From the 6th to 7th of September 1955, a faction in the Turkish government orchestrated a pogrom against the Greek citizens of Constantinople, which left around 30 Greek ethnics dead. This pogram would mark the beginning of the end the cities Greek population, which had continuously inhabited its streets since it's foundation in 330 BC.;;;;;;;;;;;;;x;;;;
EVT_8006220_A;The City of man's desire is lost;;;;;;;;;;;;;x;;;;
EVT_8017807_DESC;After a decade of military rule by Marcos Perez Jimenez, the three leading parties of Democratic Action, COPEI, and the Republican Democratic Union established the Punto Fijo Pact, which, on paper, ensured that no party would possess absolute power in the State, and to uphold democratic values. This led to the suppression of both right-wing and left-wing parties, and the formation of underground Marxist guerrillas..;;;;;;;;;;X;;;;;;;
EVT_8017807_A;Sign the pact!;;;;;;;;;;X;;;;;;;
EVT_8017807_B;Let Democracy take its course;;;;;;;;;;X;;;;;;;
EVT_8017808_NAME;Communist Insurgency;;;;;;;;;;X;;;;;;;
EVT_8017808_DESC;After the Pact of Punto Fijo, the Communist Party of Venezuela (PCV) was sidelined by the major democratic parties. Inspired by Fidel Castro and the Cuban Revolution, PCV established the Armed Forces of National Liberation, a guerrilla group, in order to make their presence felt against the now-establishment government of Democratic Action (AD), COPEI, and the Republican Democratic Union. At the same time, youth dissidents of AD split off to form the Leftist Revolutionary Movement (MIR), who not only engaged in low-intensity guerrilla warfare, but on kidnappings, assassinations, and sabotage of the country's oil industry.;;;;;;;;;;X;;;;;;;
EVT_8017808_A;Crack down on these revolutionaries!;;;;;;;;;;X;;;;;;;
EVT_8017808_B;Perhaps we should dialogue with them.;;;;;;;;;;X;;;;;;;
EVT_8007567_NAME;Government victory in Syrian Civil War;;;;;;;;;;;;;x;;;;
EVT_8007567_DESC;After years of fighting, Assad's forces had finally managed to crush the last rebel holdouts finally ending the civil war in Syria, however the damage of the civil war both economically, physically and pyschologically will mean that Syria will take decades to recover from this horrible war.;;;;;;;;;;;;;x;;;;
EVT_8007567_A;A Costly Victory;;;;;;;;;;;;;x;;;;
EVT_8007568_NAME;Rebel victory in Syrian Civil War;;;;;;;;;;;;;x;;;;
EVT_8007568_DESC;After years of fighting, the rebel forces were finally able to capture Damascus and overthrow Assad setting up a new government however ethnic and religious tensions are rising rapidly epecially with the Sunni majority and the Alawites the former ruling class that will threaten to plunge Syria into warlordism and religious strife.;;;;;;;;;;;;;x;;;;
EVT_8007568_A;Assad's tyranny has finally ended;;;;;;;;;;;;;x;;;;
EVT_8007569_NAME;Islamic State victory in Syrian Civil War;;;;;;;;;;;;;x;;;;
EVT_8007569_DESC;Much to the horror of the international community, the Islamic State had captured Damascus and overthrew the Syrian government, from there they proclaimed Damascus as their capital and declared themselves to be a new calipate. Persuction runs rampant as all people the Islamic State sees as unfit are either killed or forced to convert to their ideals, a new order has emerged in the Islamic World in the form of the rising Islamist tide.;;;;;;;;;;;;;x;;;;
EVT_8007569_A;For the Caliph!;;;;;;;;;;;;;x;;;;
EVT_8007570_NAME;The Fate of the Syrian Kurds;;;;;;;;;;;;;x;;;;
EVT_8007570_DESC;When the civil war was still waging on, the Kurds of Syria declared the autonomous state of Rojava in the Al-Hasakah Governorate, with the civil war now over the Kurdish question has divided many in the government, with some wanting to to accept the demands of the Kurds alienating many in Syria who don't want to see their coutnry partitioned, while others want to crush this rebellion entirely, risking comdemnation from the international community.;;;;;;;;;;;;;x;;;;
EVT_8007570_A;Accept the demands of the Kurds.;;;;;;;;;;;;;x;;;;
EVT_8007570_B;Crush this rebellion.;;;;;;;;;;;;;x;;;;
EVT_8007571_NAME;The Fragmentation of the Syrian Opposition;;;;;;;;;;;;;x;;;;
EVT_8007571_DESC;In January 2014, after nearly 4 years of civil war, the Syrian opposition began to disintergrate causing massive infighting between the various idealogically diverse militias groups in the Syrian opposition for example after recently taking Al- Raqqah from the Syrian government on 2 January 2014 ISIL attacked its former allies the Free Syrian Army, the Army of Mujahedeen and the the Islamic Front this shows how divided the Syrian rebels has become.;;;;;;;;;;;;;x;;;;
EVT_8007571_A;Attack the infidels!;;;;;;;;;;;;;x;;;;
EVT_8007571_B;We aren't ready yet to attack the other Apostates.;;;;;;;;;;;;;x;;;;
EVT_8007572_NAME;The Fall of Damascus;;;;;;;;;;;;;x;;;;
EVT_8007572_DESC;Our capital Damascus has fallen to the rebels! We will not last that long if we continue on trying hold onto our last holdouts in central Syria, should we reestablish the Alawite State  in Latakia, our last holdout and homelnd of the Alawites in order for our government to survive or should we surrender to the rebels.;;;;;;;;;;;;;x;;;;
EVT_8007572_A;Set up an Alawite rump state in Latakia.;;;;;;;;;;;;;x;;;;
EVT_8007572_B;Surrender to the rebels (Game Over).;;;;;;;;;;;;;x;;;;
EVT_8007573_NAME;The fate of the Alawite State.;;;;;;;;;;;;;x;;;;
EVT_8007573_DESC;Despite the capture of Damascus, Assad's regime has fled to Latakia where they set up a rump Alawite State there, should we attack the last remnants of Assad's government to finally bring his tyranny to an end and to regian the coastline or should we make peace with this rump Alawite State finally ending the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8007573_A;Destroy the last remnants of Assad's regime.;;;;;;;;;;;;;x;;;;
EVT_8007573_B;Make peace with Assad.;;;;;;;;;;;;;x;;;;
EVT_8007574_NAME;Russian intervention in the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8007574_DESC;The Russian military intervention in the Syrian Civil War began in September 2015 after an official request by the Syrian government for military help against rebel and jihadist groups. The intervention initially consisted of air strikes fired by Russian aircraft stationed in the Khmeimim base at targets primarily in north-western Syria, against militant groups opposed to the Syrian government, including Syrian National Coalition, ISIL, al-Nusra Front and the Army of Conquest. Besides, Russian military advisors and special operations forces were stationed in Syria. Prior to the intervention, Russian involvement in the Syrian Civil War had mainly consisted of supplying the Syrian Army.;;;;;;;;;;;;;x;;;;
EVT_8007574_A;Accept Assad's request for our intervention into the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8007574_B;Reject Assad's request for our intervention into the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8007574_C;We must a full scale military intervention into Syria.;;;;;;;;;;;;;x;;;;
EVT_8007575_NAME;Foreign involvement in the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8007575_DESC;Foreign involvement in the Syrian Civil War refers to political, military and operational support to parties involved in the ongoing conflict in Syria that began in March 2011, as well as active foreign involvement. Most parties involved in the war in Syria receive various types of support from foreign countries and entities based outside Syria. The ongoing conflict in Syria is widely described as a series of overlapping proxy wars between the regional and world powers, primarily between the U.S. and Russia as well as between Iran and Saudi Arabia;;;;;;;;;;;;;x;;;;
EVT_8007575_A;Support the Syrian rebels.;;;;;;;;;;;;;x;;;;
EVT_8007575_B;Support the Syrian Government.;;;;;;;;;;;;;x;;;;
EVT_8007575_C;Don't get involved in the Syrian Civil War.;;;;;;;;;;;;;x;;;;
EVT_8018214_NAME;The Yemeni Civil War of 1994.;;;;;;;;;;;;;x;;;;
EVT_8018214_DESC;The May–July 1994 civil war in Yemen was a civil conflict waged between the two Yemeni forces of the pro-union northern and the socialist separatist southern Yemeni states and their supporters. The war resulted in the defeat of the southern armed forces, the reunification of Yemen, and the flight into exile of many Yemeni Socialist Party (YSP) leaders and other separatists.;;;;;;;;;;;;;x;;;;
EVT_8018214_A;We must stop the South's attempt at secession at all costs.;;;;;;;;;;;;;x;;;;
EVT_8018214_B;Reverse the 1990 Yemeni unification.;;;;;;;;;;;;;x;;;;
EVT_8018214_C;Give South Yemen autonomy.;;;;;;;;;;;;;x;;;;
EVT_8018215_NAME;The Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8018215_DESC;The Yemeni Civil War is an ongoing conflict that began in 19 March 2015 between two factions claiming to constitute the Yemeni government, along with their supporters and allies. Houthi forces controlling the capital Sana'a and allied with forces loyal to the former president Ali Abdullah Saleh have clashed with forces loyal to the government of Abdrabbuh Mansur Hadi, based in Aden. Al-Qaeda in the Arabian Peninsula and the Islamic State of Iraq and the Levant have also carried out attacks, with AQAP controlling swathes of territory in the hinterlands, and along stretches of the coast,;;;;;;;;;;;;;x;;;;
EVT_8018215_A;Evacuate the governement to Aden!;;;;;;;;;;;;;x;;;;
EVT_8018215_B;Give in to the demands of the Houthis.;;;;;;;;;;;;;x;;;;
EVT_8018215_C;Destroy the last remnants of Hadi's government (Play as the Houthis).;;;;;;;;;;;;;x;;;;
EVT_8018216_NAME;Houthi Victory in the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8018216_DESC;The Houthis were finally able to overwhelm the last remnants of Hadi's government after many years of fighting, ensuring Shiite dominance across Yemen.,;;;;;;;;;;;;;x;;;;
EVT_8018216_A;A hard won victory.;;;;;;;;;;;;;x;;;;
EVT_8018216_NAME;Government Victory in the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8018216_DESC;Despite the loss of Sana'a, the government of Abdrabbuh Mansur Hadi was finally able to retake the capital and crush the Houthi movement once and for all after many years of fighting.,;;;;;;;;;;;;;x;;;;
EVT_8018216_A;A hard won victory.;;;;;;;;;;;;;x;;;;
EVT_8018217_NAME;The Partition of Yemen.;;;;;;;;;;;;;x;;;;
EVT_8018217_DESC;In 1990 Yemen was unified into a single nation for the first time in its history, however the civil war has torn Yemen apart with the Houthis and Hadi's government abandoning their goals of reunifing Yemen and partitioning the region into North and South Yemen, reversing decades of diplomacy and intergration in between North and South Yemen.,;;;;;;;;;;;;;x;;;;
EVT_8018217_A;Become South Yemen.;;;;;;;;;;;;;x;;;;
EVT_8018218_NAME;The Partition of Yemen.;;;;;;;;;;;;;x;;;;
EVT_8018218_DESC;In 1990 Yemen was unified into a single nation for the first time in its history, however the civil war has torn Yemen apart with the Houthis and Hadi's government abandoning their goals of reunifing Yemen and partitioning the region into North and South Yemen, reversing decades of diplomacy and intergration in between North and South Yemen.,;;;;;;;;;;;;;x;;;;
EVT_8018218_A;Become North Yemen.;;;;;;;;;;;;;x;;;;
EVT_8018219_NAME;The Saudi Arabian-led intervention in the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8018219_DESC;A military intervention was launched by Saudi Arabia on 26 March 2015, leading a coalition of nine Middle Eastern countries, to influence the outcome of the Yemeni Civil War. Code-named Operation Decisive Storm , the intervention initially consisted of a bombing campaign and later saw a naval blockade and the deployment of ground forces into Yemen. The Saudi-led coalition has attacked the positions of the Houthi militia and loyalists of the former President of Yemen, Ali Abdullah Saleh, allegedly supported by Iran , in response to a request from the internationally-recognized but domestically opposed government of President Abdrabbuh Mansur Hadi.,;;;;;;;;;;;;;x;;;;
EVT_8018219_A;Accept Hadi's request to intervene in Yemen.;;;;;;;;;;;;;x;;;;
EVT_8018219_B;Ignore the request.;;;;;;;;;;;;;x;;;;
EVT_8018220_NAME;Saudi Arabian-led intervention in Yemeni Civil War;;;;;;;;;;;;;x;;;;
EVT_8018220_DESC;During the Houthis' southern offensive, Saudi Arabia began a military buildup on its border with Yemen. In response, a Houthi commander boasted that his troops would counterattack against any Saudi aggression and would not stop until they had taken Riyadh, the Saudi capital. Shall we interven to support the leagal Yemeni governemnt?;;;;;;;;;;;;;x;;;;
EVT_8018220_A;Support the govenrment;;;;;;;;;;;;;x;;;;
EVT_8018220_B;Don't get involved;;;;;;;;;;;;;x;;;;
EVT_8018221_NAME;Islamists in the Yemeni Civil War;;;;;;;;;;;;;x;;;;
EVT_8018221_DESC;Both al-Qaeda in the Arabian Peninsula (AQAP) and Islamic State had a presence in Yemen before the Saudi-led intervention. AQAP had controlled substantial pieces of territory for some time;;;;;;;;;;;;;x;;;;
EVT_8018221_A;This is worrisome;;;;;;;;;;;;;x;;;;
EVT_8011433_NAME;Iranian-Saudi Cold War.;;;;;;;;;;;;;x;;;;
EVT_8011433_DESC;The Iran–Saudi Arabia Cold War is the ongoing struggle for regional influence between the Islamic Republic of Iran and the Kingdom of Saudi Arabia. The countries have provided varying degrees of support to opposing sides in nearby conflicts, including the civil wars in Syria, Yemen, Lebanon and Iraq, as well as conflicts in Central Asia and Pakistan. In what has been described as a cold war, the conflict is waged on multiple levels over geopolitical, economic, and sectarian influence. American support for Saudi Arabia and its allies along with growing Russian support for Iran have drawn comparisons to the Cold War era, and the proxy conflict has been characterised as a front in what Prime Minister Dmitry Medvedev has referred to as the "New Cold War".,;;;;;;;;;;;;;x;;;;
EVT_8011433_A;Vie for influence against Iran.;;;;;;;;;;;;;x;;;;
EVT_8011433_B;Don't get involved.;;;;;;;;;;;;;x;;;;
EVT_8011441_A;Vie for influence against Saudi Arabia.;;;;;;;;;;;;;x;;;;
EVT_8011434_NAME;Iranian involvement in the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8011434_DESC;Yemen has been called one of the major fronts in the conflict as a result of the revolution and subsequent civil war. Yemen had for years been within the Saudi sphere of influence. The decade-long Houthi insurgency in Yemen stoked tensions with Iran, with accusations of covert support for the rebels. A 2015 UN report alleged that Iran provided the Houthi rebels with money, training, and arms shipments beginning in 2009. However, the degree of support has been subject to debate, and accusations of greater involvement have been denied by Iran. The 2014–2015 coup d'état was viewed by Saudi leadership as an immediate threat, and as an opportunity for Iran to gain a foothold in the region leading to a Saudi led intervention into Yemen in March 2015.,;;;;;;;;;;;;;x;;;;
EVT_8011434_A;Support the Houthi government.;;;;;;;;;;;;;x;;;;
EVT_8011434_B;Don't bother getting involved in this conflict.;;;;;;;;;;;;;x;;;;
EVT_8011435_NAME;Our intervention in Yemen ends in disaster.;;;;;;;;;;;;;x;;;;
EVT_8011435_DESC;We have severely underestimated the strength of the Houthis, they have dealt a humiliating defeat on to us completly repusling our advances and gained control over all of Yemen allowing Iran to have a foothold onto the Arabian Peninsula..,;;;;;;;;;;;;;x;;;;
EVT_8011435_A;Support the Houthi government.;;;;;;;;;;;;;x;;;;
EVT_8011436_NAME;Our intervention in Yemen is a success.;;;;;;;;;;;;;x;;;;
EVT_8011436_DESC;The Saudi Arabian led intervention proved to be the deciding factor in the Yemeni Civil War in shifting the war in favour of Hadi's government allowing the Yemeni government to retake control over the capital Sana'a ensuring our complete dominance of the Arabian peninsula.,;;;;;;;;;;;;;x;;;;
EVT_8011436_A;Support the Houthi government.;;;;;;;;;;;;;x;;;;
EVT_8011437_NAME;The Partiton of Yemen.;;;;;;;;;;;;;x;;;;
EVT_8011437_DESC;While our intervention helped to prevent the Houthis from overrunning the Southern regions of Yemen, in the end neither side could defeat each other resulting in both sides abandoning their goals of reunifying Yemen and partition the country back into the pre 1990 situation of North and South Yemen.,;;;;;;;;;;;;;x;;;;
EVT_8011437_A;A partial success at least.;;;;;;;;;;;;;x;;;;
EVT_8011440_NAME;The Partiton of Yemen.;;;;;;;;;;;;;x;;;;
EVT_8011440_DESC;While the Saudi Arabian led intervention managed to prevent the Houthis from overrunning the Southern regions of Yemen, in the end neither side could defeat each other resulting in both sides abandoning their goals of reunifying Yemen and partition the country back into the pre 1990 situation of North and South Yemen.,;;;;;;;;;;;;;x;;;;
EVT_8011440_A;A partial success.;;;;;;;;;;;;;x;;;;
EVT_8011438_NAME;The Houthis have won the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
EVT_8011438_DESC;With the Houthi victory in the Yemeni Civil War, we have now a strategic foothold on the Arabian peninsula and have severely damaged Saudi influence in the region.,;;;;;;;;;;;;;x;;;;
EVT_8011438_A;Ok.;;;;;;;;;;;;;x;;;;
EVT_8011439_NAME;The Houthis have lost the Yemeni Civil War.;;;;;;;;;;;;;x;;;;
