AUS_654;Western Siebenbürgen;Transylvanie occidentale;Westsiebenbürgen;;Siebenbürgen Occidental;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_657;Eastern Siebenbürgen;Transylvanie orientale;Ostsiebenbürgen;;Siebenbürgen Oriental;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_662;East Galicia;Galice orientale;Ostgalizien;;Galitzia Oriental;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_702;Galicia-Lodomeria;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_726;Lombardia;Lombardie;Lombardei;;Lombardía;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_729;Venetia;Vénétie;Venedig;;Venecia;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_734;South Tirol;Tyrol du Sud;Südtirol;;Tirol Meridional;;;;;;;;x;;;;;;;;;;;;;;;;;
AUS_736;Istria;Istrie;Istrien;;Istria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_768;Slovenia;Slovénie;Slowenien;;Eslovenia;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_771;Croatia;Croatie;Kroatien;;Croacia;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_777;Slavonia;Slavonie;Slawonien;;Eslavonia;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_780;Dalmatia;Dalmatie;Dalmatien;;Dalmacia;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_ADJ;Austrian;Autrichien;Österreichisch;;Austríaca;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_586;Baden;Baden;Baden;;Baden;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_1438;Sunda Islands;Sunda Islands;Sundainseln;;Sunda Islands;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV_595;Franken;Niederbayern;Niederbayern;;Niederbayern;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV_599;Bayern;Oberbayern;Oberbayern;;Oberbayern;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1977;Bas-Congo;Bas-Congo;Bas-Congo;;Bas-Congo;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1984;Kasai;Kasai;Kasai;;Kasai;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1987;Katanga;Katanga;Katanga;;Katanga;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1990;Congo Orientale;Congo Oriental;Congo Orientale;;Congo Orientale;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1992;Equateur;Equateur;Equateur;;Equateur;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_1996;Congo Orientale;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BEL_387;Flanders;Vlaanderen;Flandern;;Vlaanderen;;;;;;;;;x;;;;;;;;;;;;;;;;
BEL_394;Wallonia;Wallonie;Wallonien;;Valonia;;;;;;;;;x;;;;;;;;;;;;;;;;
BOL_2305;Potosí;Potosi;Potosí;;Potosí;;;;;;;;;x;;;;;;;;;;;;;;;;
BOL_2309;Antofagasta;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BOL_2314;Potosi;Potosi;Potosi;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BOL_2317;Santa Cruz;Santa Cruz;Santa Cruz;;Santa Cruz;;;;;;;;;x;;;;;;;;;;;;;;;;
BOL_2321;La Paz;La Paz;La Paz;;La Paz;;;;;;;;;x;;;;;;;;;;;;;;;;
BRU_1393;Brunei;Brunei;Brunei;;Brunei;;;;;;;;;x;;;;;;;;;;;;;;;;
BRU_1394;Sarawak;Sarawak;Sarawak;;Sarawak;;;;;;;;;x;;;;;;;;;;;;;;;;
BRU_1396;Sabah;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BRZ_2246;Minas Gerais;Minas Gerais;Minas Gerais;;Minas Gerais;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2306;São Paulo;São Paulo;São Paulo;;Sao Paulo;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2401;Amazonas;Amazone;Amazonas;;Amazonas;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2408;Pará;Pará;Pará;;Pará;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2410;Maranhão;Maranhão;Maranhão;;Maranhão;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2416;Mato Grosso;Mato Grosso;Mato Grosso;;Mato Grosso;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BRZ_2427;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;;Rio Grande do Norte;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2428;Pernambuco;Pernambouc;Pernambuco;;Pernambuco;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2439;Bahia;Bahia;Bahia;;Bahía;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2446;Minas Gerais;Minas Gerais;Minas Gerais;;Minas Gerais;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2447;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;;Río de Janeiro;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2448;Espírito Santo;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2449;Santa Catarina;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2450;Mato Grosso do Sul;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2451;Sergipe;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2452;Goiás;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2453;Tocantins;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2454;Alagoas;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2455;Paraíba;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2456;Ceará;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2457;Piauí;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2458;Amapá;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2459;Roraima;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2460;Acre;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BRZ_2462;Paraná;Paraná;Paraná;;Paraná;;;;;;;;;x;;;;;;;;;;;;;;;;
BRZ_2467;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;;Rio Grande do Sul;;;;;;;;;x;;;;;;;;;;;;;;;;
BUK_1207;Tajikistan;Tajikistan;Tadschikistan;;Tajikistan;;;;;;;;;x;;;;;;;;;;;;;;;;
BUR_1330;Pegu;Pegu;Pegu;;Pegu;;;;;;;;;x;;;;;;;;;;;;;;;;
BUR_1334;Central Burma;Shan States;Shan-Staaten;;Shan States;;;;;;;;;x;;;;;;;;;;;;;;;;
BUR_1339;Kachin;Kachin;Kachin;;Kachin;;;;;;;;;x;;;;;;;;;;;;;;;;
BUR_1345;Rakhine;Rakhine;Rakhine;;Rakhine;;;;;;;;;x;;;;;;;;;;;;;;;;
CAN_13;British Columbia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CAN_46;Ontario;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CAN_50;Northern Ontario;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CAN_58;Quebec;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CAN_60;Northern Quebec;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1082;Primorsky Krai;Outer Manchuria;Äußere Mandschurei;;Outer Manchuria;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1086;Sakhalin;Sakhalin;Sachalin;;Sakhalin;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1465;Mongolia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1468;Uriankhai;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1470;South Anhui;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1472;Northern Anhui;Northern Anhui;Nord-Anhui;;Northern Anhui;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1473;Southern Anhui;Southern Anhui;Süd-Anhui;;Southern Anhui;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1477;North Anhui;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1479;Liaoning;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1482;Fujian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1485;Formosa;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1487;Fujian;Fujian;Fujian;;Fujian;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1490;Gansu;Kansuh;Gansu;;Gansu;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1491;Ningxia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1493;Guangdong;Kwangtung;Guangdong;;Guangdong;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1494;Shaozhou;Shaozhou;Shaozhou;;Shaozhou;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1496;Hong Kong & Macao;Hong Kong & Macao;Hong Kong & Macao;;Hong Kong y Macao;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1499;Hainan;;;;;;;;x
CHI_1502;Guangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1504;Guangxi;Kwangsi;Guangxi;;Guangxi;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1505;Guizhou;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1508;East Henan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1510;West Henan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1513;Henan;Henan;Henan;;Henan;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1516;Eastern Hubei;Eastern Hubei;Ost-Hubei;;Eastern Hubei;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1519;West Hubei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1522;East Hubei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1523;Western Hubei;Western Hubei;West-Hubei;;Western Hubei;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1529;Hunan;Hunan;Hunan;;Hunán;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;Inner Mongolia;Innere Mongolei;;Inner Mongolia;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1538;Shanghai;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1539;Suzhou;Suzhou;Suzhou;;Suzhou;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1545;North Jiangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1547;South Jiangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1550;Jiangxi;Jiangxi;Jiangxi;;Jiangxi;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1552;Heilongjiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1553;Manchuria;Manchuria;Mandschurei;;Manchuria;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1557;Qinghai;Tsinghai;Qinghai;;Qinghai;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1559;Shaanxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1563;Shandong;Shandong;Shandong;;Shandong;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1565;East Shandong;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1572;Shanxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1576;Shanxi;Shanxi;Shanxi;;Shanxi;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1578;Sichuan;Sichuan;Sichuan;;Sichuan;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1579;Chongqing;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1581;Chongqing;Chongqing;Chongqing;;Chongqing;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1586;Xikang;Xikang;Xikang;;Xikang;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1600;Xinjiang;Xinjiang;Xinjiang;;Xinjiang;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1601;Yunnan;Yunnan;Yunnan;;Yunnan;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1604;North Zhejiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1610;South Zhejiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1611;Zhejiang;Zhejiang;Zhejiang;;Zhejiang;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_1612;Beijing;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1614;Hebei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1617;Tianjin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHI_1618;Northern Zhili;Northern Zhili;Nord-Zhili;;Northern Zhili;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_2062;Ningxia;Ningxia;Ningxia;;Ningxia;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_2221;Jiangsu;Jiangsu;Jiangsu;;Jiangsu;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_2562;Formosa;Formose;Formosa;;Formosa;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_2608;Mongolia;Tibet;Mongolei;;Mongolia;;;;;;;;;x;;;;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CHL_2322;Santiago;Santiago;Santiago;;Santiago;;;;;;;;;x;;;;;;;;;;;;;;;;
CHL_2327;Los Ríos;Los Ríos;Los Ríos;;Los Ríos;;;;;;;;;x;;;;;;;;;;;;;;;;
CHL_2332;Araucania;Araucania;Araucania;;Araucania;;;;;;;;;x;;;;;;;;;;;;;;;;
CHL_2336;Easter Island;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PNM_1723;Panama Canal;Panama;Panama;;Panamá;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_1723;Panama;Panama;Panama;;Panamá;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_2247;Cundinamarca;Cundinamarca;Cundinamarca;;Cundinamarca;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_2251;Antioquía;Antioquía;Antioquía;;Antioquía;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_2256;Valle del Cauca;Valle del Cauca;Valle del Cauca;;Valle del Cauca;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_2259;Cauca;Cauca;Cauca;;Cauca;;;;;;;;;x;;;;;;;;;;;;;;;;
CLM_2262;Guaviare;Guaviare;Guaviare;;Guaviare;;;;;;;;;x;;;;;;;;;;;;;;;;
DAI_1369;Tonkin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
DAI_1375;Annam;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
DAI_1380;Cochinchina;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
DEN_251;Greenland;Groenland;Grönland;;Groenlandia;;;;;;;;;x;;;;;;;;;;;;;;;;
ICL_252;Iceland;Islande;Island;;Islandia;;;;;;;;;x;;;;;;;;;;;;;;;;
FAR_253;Faroe Islands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
DEN_367;Jylland;Jutland;Jylland;;Jutlandia;;;;;;;;;x;;;;;;;;;;;;;;;;
DEN_372;Sjaelland;Sjaelland;Sjaelland;;Seelandia;;;;;;;;;x;;;;;;;;;;;;;;;;
ECU_2279;Ecuador;Equateur;Ecuador;;Ecuador;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
EGY_1746;Sinai;Sinai;Sinai;;Sinai;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1750;Lower Egypt;Basse Égypte;Unter-Ägypten;;Lower Egypt;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
EGY_1753;Matruh;Matruh;Matruh;;Matruh;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1754;Libya;Côte lybienne;Lybische Küste;;Costa de Libia;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1755;Suez;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
EGY_1756;Sinai;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
EGY_1758;Egyptian Desert;Egyptian Desert;Ägyptische Wüste;;Egyptian Desert;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1762;Middle Egypt;Égypte Moyenne;Mittel-Ägypten;;Middle Egypt;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1771;Upper Egypt;Basse Égypte;Unter-Ägypten;;Upper Egypt;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1827;Sudan;Soudan;Sudan;;Sudan;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1834;Dongola;Dongolah;Dunqula;;Dongola;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1838;Kordofan;Kordofan;Kordofan;;Kordofan;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_1842;Darfur;Darfour;Darfur;;Darfur;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_843;Aegean Islands;Îles de la mer Egée;Ägäische Inseln;;Islas del Egeo;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_897;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_901;Rojava;Rojava;Rojava;;Rojava;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_903;Damascus;Damascus;Damascus;;Damascus;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_905;Alawite State;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
EGY_910;Transjordan;Transjordan;Transjordanien;;Transjordan;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_915;Lebanon;Liban;Libanon;;Líbano;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_917;Jerusalem;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_920;Gaza;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_921;Palestine;Palestine;Palästina;;Palestina;;;;;;;;;x;;;;;;;;;;;;;;;;
SYR_2687;Golan Heights;Golan Heights;Golan Heights;;Golan Heights;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_922;West Bank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1236;Haryana;United Provinces;Vereinte Provinzen;;United Provinces;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1244;East Uttar Pradesh;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_1247;North Bihar;Bihar;Bihar;;Bihar;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1251;South Bengal;Bengal du sud;Südbengalen;;Bengala del Sur;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1252;North Bengal;Bengal du nord;Nordbengalen;;Bengala del Norte;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1258;Assam;Assam;Assam;;Assam;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1261;Orissa;Orissa;Orissa;;Orissa;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1264;Rajputana;Rajputana;Rajputana;;Rajputana;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1275;Madhya Pradesh;Central India;Zentral-Indien;;Central India;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1291;Gujarat;Gujarat;Gujarat;;Gujarat;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1297;West Maharashtra;Bombay;Bombay;;Bombay;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_13;British Columbia;Colombie britannique;British Columbia;;Columbia Británica;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1303;Goa;Goa;Goa;;Goa;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1304;Madras State;Madras;Madras;;Madras;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1305;Andhra Pradesh;Circars;Circars;;Circars;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1317;Travancore;Travancore;Travancore;;Travancore;;;;;;;;;x;;;;;;;;;;;;;;;;
