graphical_culture = EuropeanGC
		citizenship_policy = limited_citizenship
		economic_policy = planned_economy
		ideology = communist_social
		religious_policy = moralism
		trade_policy = protectionism
		war_policy = pro_military
		start_date = 1836.1.1
		end_date = 2013.3.1
}
party = {
		name = "Pridnestrovie Communist Party"
		citizenship_policy = full_citizenship
		economic_policy = planned_economy1
		ideology = communist_social
		religious_policy = secularized
		trade_policy = protectionism
		war_policy = pacifism
		start_date = 2013.3.1
		end_date = 2092.1.1
}
unit_names = {
	carrier = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	transportship = {
	}
	modern_frigate = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	cruiser = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	modern_cruiser = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	frigate = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	modern_destroyer = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	destroyer = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}
	submarine = {
		Moldova "Stefan cel Mare" "Mihail Sturdza" "Athleta Christi" Baia "Bogdan I" Iuga "R�ul Prut" Suceava "T�rgul Moldovei" Vaslui
	}

}
